AGENT_TYPE,PREFERRED NAME,PREFERRED 1,PREFERRED 2,PREFERRED 3,PREFERRED 4,PREFERRED 5,MERGE_FORMAT,ORIGINAL_SPLIT,UNSPLIT
organization,Field Museum of Natural History,,,,,,Field Columbian Museum,Field Columbian Mus. Museum,Field Columbian Mus. Museum
organization,Field Museum of Natural History,,,,,,Field Columbian Museum,Field Columbian Museum,Field Columbian Museum
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Columbian Museum exchange Field Museum of Natural History,Field Columbian Museum exchange Field Museum of Natural History
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Columbian Museum Field Museum of Natural History,Field Columbian Museum Field Museum of Natural History
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Mus. Nat. Hist. Field Museum of Natural History,Field Mus. Nat. Hist. Field Museum of Natural History
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Mus. Nat. History,Field Mus. Nat. History
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Mus. Nat. History Field Museum of Natural History,Field Mus. Nat. History Field Museum of Natural History
organization,Field Museum of Natural History,,,,,,Field Museum,Field Museum,Field Museum
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Museum: Chi. IL,Field Museum: Chi. IL
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Museum collectin,Field Museum collectin
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Museum Museum of Natural History,Field Museum Museum of Natural History
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Museum Nat. Hist. Natural History,Field Museum Nat. Hist. Natural History
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Museum of Nat. Hist,Field Museum of Nat. Hist
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Museum of Nat. Hist.,Field Museum of Nat. Hist.
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Museum of Nat. Hist. Field Museum of Natural History,Field Museum of Nat. Hist. Field Museum of Natural History
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Museum of Nat. Hist Field Museum of Natural History,Field Museum of Nat. Hist Field Museum of Natural History
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Museum of Nat Hist.,Field Museum of Nat Hist.
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Museum of Natural Hist. History,Field Museum of Natural Hist. History
organization,Field Museum of Natural History,,,,,,Field Museum of Natural History,Field Museum of Natural History,Field Museum of Natural History
organization,Field Museum of Natural History,,,,,,Field Columbian Museum,From Field Columbian Museum,From Field Columbian Museum
person,Fill Witter,,,,,,Fill Witter,Fill Witter,Fill Witter
organization,Fish & Wildlife Service,,,,,,Fish & Wildlife Service,Fish & Wildlife Service,Fish & Wildlife Service
organization,"Flatters, Milborne & McKechnie Limited",,,,,,"Flatters, Milborne & McKechnie Limited","Flatters, Milborne & McKechnie Ltd.","Flatters, Milborne & McKechnie Ltd."
organization,"Flatters, Milborne & McKechnie Limited",,,,,,"Flatters, Milborne & McKechnie Limited","Flatters, Milbourne & McKechnie Ltd.","Flatters, Milbourne & McKechnie Ltd."
person,Flora S. Richardson,,,,,,Flora S. Richardson,Flora S. Richardson,Flora S. Richardson
person,Florence Cummings,,,,,,Florence Cummings,Florence Cummings,Florence Cummings
person,Florence Cummings,,,,,,Miss Florence Cummings,Miss Florence Cummings,Miss Florence Cummings
person,Florence N. Cass,,,,,,Florence N. Cass,Florence N. Cass,Florence N. Cass
person,Florence Poerschman,,,,,,Florence Poerschman,Florence Poerschman,Florence Poerschman
person,Florence Shay,,,,,,Florence Shay,Florence Shay,Florence Shay
person,Florence V. Cummings,,,,,,Florence V. Cummings,Florence V. Cummings,Florence V. Cummings
group,Florida Expedition,,,,,,Florida Expedition,Florida Expedition,AMBIGUOUS
group,Florida Expedition,,,,,,Florida Expedition,Fla. Florida Expedition,Fla. Florida Expedition
group,Florida Expedition,,,,,,Florida Expedition,Fla Exp Florida Expedition,"Fla Exp Florida Expedition, 1877"
group,Florida Expedition,,,,,,Florida Expedition,Fla Florida Expedition,Fla Florida Expedition
group,Florida Expedition,,,,,,Florida Expedition,Flordia Expedition,Flordia Expedition
group,Florida Expedition,,,,,,Florida Expedition,Florida Expeditino,Florida Expeditino
group,Florida Expedition,,,,,,"Florida Expedition, 1877",Florida Expedition,Florida Expedition
group,Florida Expedition,,,,,,"Florida Expedition, 1877",Florida Expedition,"Florida Expedition, 1877"
group,Florida Expedition,,,,,,"Florida Expedition, 1877",Florida Expedition,"Florida Expedition, 1877."
group,Florida Expedition,,,,,,Florida Expedition,Florida Expedition?,Florida Expedition?
group,Florida Expedition,,,,,,Florida Expedition,Florida Expedtiion,Florida Expedtiion
group,Florida Expedition,,,,,,Florida Expedition,Florida Expedtion,Florida Expedtion
group,Florida Expedition,,,,,,Florida Expedition,Florida Expedtition,Florida Expedtition
group,Florida Expedition,,,,,,Florida Expedition,on tag: Flordia expedition,on tag: Flordia expedition
group,Florida Expedition,,,,,,Florida Expedition,on tag: Florida Expedition,on tag: Florida Expedition
group,"Florida Expedition, 1872",,,,,,"Florida Expedition, 1872",Fla Exp 1872 Florida Expedition,Fla Exp 1872 Florida Expedition
group,"Florida Expedition, 1873",,,,,,"Florida Expedition, 1873",Fla Exp Florida Expedition 1872,Fla Exp Florida Expedition 1872
group,"Florida Expedition, 1874",,,,,,"Florida Expedition, 1874",Fla Exp Florida Expedition 1877,Fla Exp Florida Expedition 1877
group,"Florida Expedition, 1875",,,,,,"Florida Expedition, 1875",Fla. Exp 1877 Florida Expedition 1877,Fla. Exp 1877 Florida Expedition 1877
group,"Florida Expedition, 1876",,,,,,"Florida Expedition, 1876",Fla. Exp. 1872 Florida Expedition 1872,Fla. Exp. 1872 Florida Expedition 1872
group,"Florida Expedition, 1877",,,,,,"Florida Expedition, 1877",Fla. Exp. 1877 Florida Expedition,"Fla. Exp. 1877 Florida Expedition, 1877"
group,"Florida Expedition, 1877",,,,,,"Florida Expedition, 1877",Fla. Florida Expedition 1877,Fla. Florida Expedition 1877
group,"Florida Expedition, 1877",,,,,,"Florida Expedition, 1877",Fla Expedition 1877,Fla Expedition 1877
group,"Florida Expedition, 1877",,,,,,"Florida Expedition, 1877",Florida Expedition 1877,Florida Expedition 1877
group,"Florida Expedition, 1878",,,,,,"Florida Expedition, 1878",Fla. Exp. Florida Expedition 1877,Fla. Exp. Florida Expedition 1877
person,Floyd A. Swink,,,,,,Floyd A. Swink,Floyd A. Swink,Floyd A. Swink
person,Floyd J. Coon,,,,,,Floyd J. Coon,Floyd J. Coon,Floyd J. Coon
person,Floyd McMinch,,,,,,Floyd McMinch,Floyd McMinch,Floyd McMinch
person,Floyd Rueger,,,,,,Floyd Rueger,Floyd Rueger,Floyd Rueger
person,Floyd T. Coon,,,,,,Floyd T. Coon,Floyd T. Coon,Floyd T. Coon
person,Floyd Wallace,,,,,,Floyd Wallace,Floyd Wallace,Floyd Wallace
person,Floyd Young,,,,,,Floyd Young,Floyd Young,Floyd Young
person,Flugel Leipsic,,,,,,Dr. Flugel Leipsic,Dr. Flugel Leipsic,Foreign Scientific Societies through Dr. Flugel Leipsic
person,F M Needham,,,,,,F M Needham,F.M. Needham et al.,F.M. Needham et al.
person,F M Needham,,,,,,F M Needham,F.M. Needham et al.?,F.M. Needham et al.?
organization,Folmer Graflex Corporation,,,,,,Folmer Graflex Corporation,Folmer Graflex Corporation,Folmer Graflex Corporation
organization,Foreign Scientific Societies,,,,,,Foreign Scientific Societies,Foreign Scientific Societies,Foreign Scientific Societies
organization,Foreign Scientific Societies,,,,,,Foreign Scientific Societies,Foreign Scientific Societies,Foreign Scientific Societies through Dr. Flugel Leipsic
person,Foreign Scientific Societies,,,,,,Father Cecil A. Smith,Fr. Cecil A. Smith,Fr. Cecil A. Smith
person,Foreign Scientific Societies,,,,,,Father Cecil A. Smith,Fr. Cecil A. Smith,"Fr. Cecil A. Smith, O.S.B."
person,Fortunee L. Morrison,,,,,,Miss Fortunee L. Morrison,Miss Fortunee L. Morrison,Miss Fortunee L. Morrison
person,Foster Cull,,,,,,Foster Cull,Foster Cull,Foster Cull
person,Foster N. Brackett,,,,,,Foster N. Brackett,Foster N. Brackett,Foster N. Brackett
organization,Fox Cities Children's Museum,,,,,,Fox Cities Children's Museum,Fox Cities Children's Museum,Fox Cities Children&#39;s Museum
person,Frances Antonsen,,,,,,Frances Antonsen,Frances Antonsen,Frances Antonsen
person,Frances Cummings,,,,,,Frances Cummings,Frances Cummings,Frances Cummings
person,Frances E. Harden,,,,,,Frances E. Harden,Frances E. Harden,Frances E. Harden
person,Frances M. Poe,,,,,,Frances M. Poe,Frances M. Poe,Frances M. Poe
person,Frances M. Poe,,,,,,Frances Poe,Frances Poe,Frances Poe
person,Francis De Maeyer,,,,,,Francis De Maeyer,Francis De Maeyer,Francis De Maeyer
person,Francis E. Nipher,,,,,,Francis E. Nipher,Francis E. Nipher,Francis E. Nipher
person,Francis Harper,,,,,,Francis Harper,Francis Harper,Francis Harper
person,Francis M. Huls,,,,,,Francis M. Huls,Francis M. Huls,"Francis M. Huls Co. E., 35th Infantry U.S.V."
person,Francis Omeis,,,,,,Francis Omeis,Francis Omeis,Francis Omeis
organization,Francis Parker School,,,,,,Francis Parker School,Francis Parker School,Francis Parker School
person,Francis R. Dickenson,,,,,,F. R. Dickinson,F. R. Dickinson,F. R. Dickinson
person,Francis R. Dickenson,,,,,,Francis R. Dickenson,Francis R. Dickenson,Francis R. Dickenson
person,Francis R. Dickenson,,,,,,Francis R. Dickinson,Francis R. Dickinson,Francis R. Dickinson
person,Francis S. Dayton,,,,,,F.S. Dayton,Don. F.S. Dayton,Don. F.S. Dayton
person,Francis S. Dayton,,,,,,F.S. Dayton,Donated by F.S. Dayton,Donated by F.S. Dayton
person,Francis S. Dayton,,,,,,Francis S. Dayton,F.S.D. Francis S. Dayton,F.S.D. Francis S. Dayton
person,Francis S. Dayton,,,,,,F. S. Dayton,F.S.Dayton,F.S.Dayton
person,Francis S. Dayton,,,,,,F. S. Dayton,F.S. Dayton,F.S. Dayton
person,Francis S. Dayton,,,,,,F. S. Dayton,F. S. Dayton,F. S. Dayton
person,Francis S. Dayton,,,,,,F.S. Dayton,F.S. Dayton coll. collection,F.S. Dayton coll. collection
person,Francis S. Dayton,,,,,,F. S. Dayton,F.S Dayton,F.S Dayton
person,Francis S. Dayton,,,,,,Francis S. Dayton,Francis S. Dayton,Francis S. Dayton
person,Francis S. Dayton,,,,,,Francis S. Dayton,Francis S Dayton,Francis S Dayton
person,Francis S. Dayton,,,,,,F. S. Dayton,FS Dayton,FS Dayton
person,Francis S. Dayton,,,,,,F. S. Dayton,F S Dayton,F S Dayton
person,Francis S. Dayton,,,,,,Reverend F S Dayton,Rev F S Dayton,Rev F S Dayton
person,Francis S. Dayton,,,,,,S. Dayton,S. Dayton,S. Dayton
person,Francis S. Dayton,,,,,,Spencer Dayton,Spencer Dayton,Spencer Dayton
person,Francis S. Peabody,,,,,,Francis S. Peabody,Francis S. Peabody partial donation of funds used to purchase collection,Francis S. Peabody partial donation of funds used to purchase collection
person,Francis Zirrer,,,,,,Francis Zinner,Francis Zinner,Francis Zinner
person,Francis Zirrer,,,,,,Francis Zirrer,Francis Zirrer,Francis Zirrer
person,Frank A. Alabaster,,,,,,Frank A. Alabaster,Frank A. Alabaster,Frank A. Alabaster
person,Frank A. Alabaster,,,,,,Frank A. Alabaster,Frank A Alabaster,Frank A Alabaster
organization,Frank and Wagnalls Company,,,,,,Frank and Wagnalls Company,Frank and Wagnalls Co.,Frank and Wagnalls Co.
person,Frank B. Armstrong,,,,,,F. B. Armstrong,F.B. Armstrong,AMBIGUOUS
person,Frank B. Armstrong,,,,,,F. B. Armstrong,F.B. Armstrong,F.B. Armstrong
person,Frank B. Armstrong,,,,,,Frank B. Armstrong,Frank .B. Armstrong,Frank .B. Armstrong
person,Frank B. Armstrong,,,,,,Frank B. Armstrong,Frank B. Armstrong,Frank B. Armstrong
person,Frank B. Kirkby,,,,,,Frank B. Kirby,Frank B. Kirby,Frank B. Kirby
person,Frank C. Bostock,,,,,,Frank C. Bostock,Frank C. Bostock,Frank C. Bostock
person,Frank Carine,,,,,,Frank Carine,Frank Carine,Frank Carine
person,Frank Cefali,,,,,,F. Cefali,F.Cefali,F.Cefali
person,Frank Cefali,,,,,,Frank Cefali,Frank Cefali,Frank Cefali
person,Frank Cockerton,,,,,,Frank Cockerton,Frank Cockerton,AMBIGUOUS
person,Frank Collins Baker,,,,,,F. C. Baker,F.C. Baker,AMBIGUOUS
person,Frank Collins Baker,,,,,,Frank C. Baker,Frank C. Baker,AMBIGUOUS
person,Frank Collins Baker,,,,,,Baker Frank C. ,Baker Frank C.,Baker Frank C.
person,Frank Collins Baker,,,,,,Frank C Baker,Baker Library,"Dartmouth College, Baker Library"
organization,Frank Collins Baker,,,,,,Dartmouth College,Dartmouth College,"Dartmouth College, Baker Library"
person,Frank Collins Baker,,,,,,Frank C. Baker,F.C.B. Frank C.Baker,F.C.B. Frank C.Baker
person,Frank Collins Baker,,,,,,F. C. Baker,F.C.Baker,F.C.Baker
person,Frank Collins Baker,,,,,,F. C. Baker,F.C. Baker,F.C. Baker
person,Frank Collins Baker,,,,,,F. C. Baker,F. C. Baker,F. C. Baker
person,Frank Collins Baker,,,,,,F. C. Baker,F.C. Baker,"F.C. Baker, PhD."
person,Frank Collins Baker,,,,,,F.C. Baker,F.C. Baker.,F.C. Baker.
person,Frank Collins Baker,,,,,,F.C. Baker,F.C. Baker academy collecting,F.C. Baker academy collecting
person,Frank Collins Baker,,,,,,Frank C. Baker,F.C. Baker Frank C.,F.C. Baker Frank C.
person,Frank Collins Baker,,,,,,Frank C. Baker,F.C.B Frank C. Baker,F.C.B Frank C. Baker
person,Frank Collins Baker,,,,,,F. C. Baker,F.C Baker,F.C Baker
person,Frank Collins Baker,,,,,,F. C. Baker,FC Baker,FC Baker
person,Frank Collins Baker,,,,,,F.C. Baker,Field Day F.C. Baker,Field Day F.C. Baker
person,Frank Collins Baker,,,,,,Franck C. Baker,Franck C. Baker,Franck C. Baker
person,Frank Collins Baker,,,,,,Frank C. Baker,Frank. C. Baker,Frank. C. Baker
person,Frank Collins Baker,,,,,,Frank Baker,Frank Baker,Frank Baker
person,Frank Collins Baker,,,,,,Frank C. Baker,Frank C.Baker,Frank C.Baker
person,Frank Collins Baker,,,,,,Frank C. Baker,Frank C. Baker,Frank C. Baker
person,Frank Collins Baker,,,,,,Frank C. Baker,Frank C. Baker.,Frank C. Baker.
person,Frank Collins Baker,,,,,,Frank C. Baker,Frank C.Baker F.C. Baker,Frank C.Baker F.C. Baker
person,Frank Collins Baker,,,,,,Frank C. Baker,Frank C. Baker F.C. Baker,Frank C. Baker F.C. Baker
person,Frank Collins Baker,,,,,,Frank C. Baker,Frank C Baker,Frank C Baker
person,Frank Collins Baker,,,,,,Frank Collins Baker,Frank Collins Baker,Frank Collins Baker
person,Frank Collins Baker,,,,,,Frank C. Baker,Made by Frank C. Baker,Made by Frank C. Baker
person,Frank Collins Baker,,,,,,Mrs. F. C. Baker,Mrs. F.C. Baker,Mrs. F.C. Baker
person,Frank Collins Baker,,,,,,N. H. Surv. Baker,N.H. Surv. Baker,N.H. Surv. Baker
person,Frank Collins Baker,,,,,,F.C. Baker,probably F.C. Baker,probably F.C. Baker
person,Frank Craig,,,,,,Frank Craig,Frank Craig,Frank Craig
person,Frank E. Fleming,,,,,,Frank E. Fleming,Frank E. Fleming,Frank E. Fleming
person,Frank E. Fleming,,,,,,Frank E. Flemming,Frank E. Flemming,Frank E. Flemming
person,Frank E. Fleming,,,,,,Frank Fleming,Frank Fleming,Frank Fleming
person,Frank E. Stovell,,,,,,Frank E. Stovell,Frank E. Stovell,Frank E. Stovell
person,Frank H. Letl,,,,,,Frank H. Letl,Frank H. Letl,Frank H. Letl
person,Frank H. Letl,,,,,,Frank Letl,Frank Letl,Frank Letl
person,Frank Hay,,,,,,Frank Hay,Frank Hay,Frank Hay
person,Frank Hay,,,,,,Frank Hay,Frank Hay may be collector- card does not specify,Frank Hay may be collector- card does not specify
person,Frank Hay,,,,,,Frank Hay,Frank Hay may be collector- label does not specify,Frank Hay may be collector- label does not specify
person,Frank J. Potts,,,,,,Frank J. Potts,Frank J. Potts,Frank J. Potts
person,Frank J. Psota,,,,,,Dr. Frank J. Psota,Dr. Frank J. Psota,Dr. Frank J. Psota
person,Frank J. Psota,,,,,,Dr. Frank Psota,Dr. Frank Psota,Dr. Frank Psota
person,Frank J. Psota,,,,,,F. J. Psota,F.J. Psota,F.J. Psota
person,Frank J. Psota,,,,,,F. J. Psota,F. J. Psota,F. J. Psota
person,Frank Jager,,,,,,Frank Jager,Frank Jager,Frank Jager
person,Frank Johnson,,,,,,Frank Johnson,Frank Johnson,Frank Johnson
person,Frank Jones,,,,,,Mr. Frank Jones,Mr. Frank Jones,Mr. Frank Jones
person,Frank Kennicott Reilly,,,,,,Frank Kennicott Reilly,Frank Kennicott Reilly,Frank Kennicott Reilly
person,Frank L. Baker,,,,,,Frank L. Baker,Frank L. Baker,Frank L. Baker
person,Frank L. Dewitt,,,,,,Frank L. Dewitt,Frank L. Dewitt,Frank L. Dewitt
person,Frank L. Rice,,,,,,F. L. Rice,F.L. Rice,F.L. Rice
person,Frank L. Rice,,,,,,F. L. Rice,F L Rice,F L Rice/Northwestern University Collection
organization,Frank L. Rice,,,,,,Northwestern University,Northwest University,F L Rice/Northwestern University Collection
person,Frank L. Rice,,,,,,Frank L. Rice,Frank L. Rice,Frank L. Rice
person,Frank L. Rice,,,,,,Frank L. Rice,Frank L Rice,Frank L Rice
person,Franklin J. Smith,,,,,,Franklin J. Smith,Franklin J. Smith,Franklin J. Smith
person,Franklin O. Wyatt,,,,,,Franklin O. Wyatt,Franklin O. Wyatt,Franklin O. Wyatt
person,Franklin Wright,,,,,,Mr. Franklin Wright,Mr. Franklin Wright,Mr. Franklin Wright
person,Frank Lude,,,,,,Frank Lude,Frank Lude,Frank Lude
person,Frank Lufkin,,,,,,Frank Lufkin,Frank Lufkin,Frank Lufkin
person,Frank McClaus,,,,,,Frank McClaus,Frank McClaus,W.E. Snyder per Frank McClaus
person,Frank M. Woodruff,,,,,,F. M. Woodruff,F.M. Woodruff,AMBIGUOUS
person,Frank M. Woodruff,,,,,,Colonel F.M. Woodruff,Col. F.M. Woodruff,Col. F.M. Woodruff
person,Frank M. Woodruff,,,,,,F.M. Woodruff,coll. collection of F.M. Woodruff,coll. collection of F.M. Woodruff
person,Frank M. Woodruff,,,,,,F.M. Woodruff,donated by F.M. Woodruff,donated by F.M. Woodruff
person,Frank M. Woodruff,,,,,,F. M. Woodruff,F.M. Woodruff,"Exchange, F.M. Woodruff"
person,Frank M. Woodruff,,,,,,F. M. Wodruff,F.M. Wodruff,F.M. Wodruff
person,Frank M. Woodruff,,,,,,F. M. Woodruf,F. M. Woodruf,F. M. Woodruf
person,Frank M. Woodruff,,,,,,F. M. Woodruff,F.M.Woodruff,F.M.Woodruff
person,Frank M. Woodruff,,,,,,F. M. Woodruff,F.M. Woodruff,F.M. Woodruff
person,Frank M. Woodruff,,,,,,F. M. . Woodruff,F.M .Woodruff,F.M .Woodruff
person,Frank M. Woodruff,,,,,,F. M. Woodruff,F. M. Woodruff,F. M. Woodruff
person,Frank M. Woodruff,,,,,,F. M. Woodruff,F.M. Woodruff,"F.M. Woodruff, Modeler"
person,Frank M. Woodruff,,,,,,F. M. Woodruff,F.M. Woodruff,F.M. Woodruff; R.W. Purdy
person,Frank M. Woodruff,,,,,,F.M. Woodruff,F.M. Woodruff could also be collector- label does not specify,F.M. Woodruff could also be collector- label does not specify
person,Frank M. Woodruff,,,,,,Frank M. Woodruff,F.M. Woodruff Frank M.,F.M. Woodruff Frank M.
person,Frank M. Woodruff,,,,,,F. M. Woodruff,F. M. Woodruff,F.M. Woodruff - Geo H. Laflin
person,Frank M. Woodruff,,,,,,F. Woodruff,F. Woodruff,F. Woodruff
person,Frank M. Woodruff,,,,,,Frank. M. Woodruff,Frank. M. Woodruff,Frank. M. Woodruff
person,Frank M. Woodruff,,,,,,Frank M. Woodruff,Frank M. Woodruff,Frank M. Woodruff
person,Frank M. Woodruff,,,,,,Frank M. Woodruff,Frank M. Woodruff Collection,Frank M. Woodruff Collection
person,Frank M. Woodruff,,,,,,Frank Morley Woodruff,Frank Morley Woodruff,Frank Morley Woodruff
person,Frank M. Woodruff,,,,,,Frank M. Woodruff,Frank M Woodruff,Frank M Woodruff
person,Frank M. Woodruff,,,,,,Frank Woodruff,Frank Woodruff,Frank Woodruff
person,Frank M. Woodruff,,,,,,F. M. Woodruff,F. M. Woodruff,Geo. H Laflin F.M. Woodruff
person,Frank M. Woodruff,,,,,,F. M. Woodruff,F. M. Woodruff,Northwestern U coll. Or F.M. Woodruff
person,Frank N. Blanchard,,,,,,F. N. Blanchard,F N Blanchard,AMBIGUOUS
person,Frank N. Blanchard,,,,,,Dr. Frank N. Blanchard,Dr. Frank N. Blanchard,Dr. Frank N. Blanchard
person,Frank N. Blanchard,,,,,,F. N. Blanchard,F N Blanchard,F N Blanchard
person,Frank N. Blanchard,,,,,,F N Blanchard,F N Blanchard et al,F N Blanchard et al
person,Frank N. Eberhart,,,,,,Frank N. Eberhart,Frank N. Eberhart,Frank N. Eberhart
person,Frank Pains,,,,,,Frank Pains,Frank Pains,Frank Pains
organization,Frank Paxton Lumber Company,,,,,,Frank Paxton Lumber Company,Frank Paxton Lumber Company,Frank Paxton Lumber Company
person,Frank Pitelka,,,,,,Frank Pitelka,Frank Pitelka,Frank Pitelka
person,Frank Reilley,,,,,,Frank Reilley,Frank Reilley,Frank Reilley
person,Frank Ruprecht,,,,,,Frank Ruprecht,Frank Ruprecht,Frank Ruprecht
person,Frank S. Barrett,,,,,,F. S. Barrett,F.S. Barrett,F.S. Barrett
person,Frank S. Barrett,,,,,,F. S. Barrett,F. S. Barrett,F. S. Barrett
person,Frank S. Barrett,,,,,,Frank S. Barret,Frank S. Barret,Frank S. Barret
person,Frank S. Barrett,,,,,,Frank S. Barrett,Frank S. Barrett,Frank S. Barrett
person,Frank S. Wright,,,,,,Frank S. Wright,Frank S. Wright,Frank S. Wright
person,Frank S. Wright,,,,,,Frank S. Wright,Frank S Wright,Frank S Wright
person,Frank Sala,,,,,,Frank Sala,Frank Sala,Frank Sala
person,Frank Smith,,,,,,Frank Smith,Frank Smith,Frank Smith
person,Frank Spack,,,,,,Frank Spack,Frank Spack,Frank Spack
person,Frank Stephens,,,,,,Frank Stephens,Frank Stephens,Frank Stephens
person,Frank T. Cocherton,,,,,,Frank T. Cocherton,Frank T. Cocherton,Frank T. Cocherton
person,Frank W. Woodruff,,,,,,Frank W. Woodruff,Frank W. Woodruff,Frank W. Woodruff
person,Frank Wienmann,,,,,,Frank Wienmann,Frank Wienmann,Frank Wienmann
person,Frank Wood,,,,,,Frank Wood,Frank Wood,"Frank Wood, Sahara Coal Co."
organization,Frank Wood,,,,,,Sahara Coal Company,Sahara Coal Co.,"Frank Wood, Sahara Coal Co."
