cat num,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
14322,,,1,Entomology,-,-,-,-,Cergyou [?],nigricollis,-,Say,- - - - Cergyou [?] nigricollis -,Wash. [Washington],,,Washington,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
14323,,,4,Entomology,-,-,-,-,Bledius,pallipennis,-,Er. [Erichson],- - - - Bledius pallipennis -,N.Y. [New York],,,New York,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
14324,,,3,Entomology,-,-,-,-,Bledius,semiferrugineus,-,Lec. [LeConte],- - - - Bledius semiferrugineus -,N.Y. [New York],,,New York,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
14325,,,2,Entomology,-,-,-,-,Bledius,annularis,-,Lec. [LeConte],- - - - Bledius annularis -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
14326,,,3,Entomology,-,-,-,-,Bledius,ruficornis,-,Lec. [LeConte],- - - - Bledius ruficornis -,,,,,,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
14327,,,5,Entomology,-,-,-,-,Bledius,basalis,-,Lec. [LeConte],- - - - Bledius basalis -,N.Y. [New York],,,New York,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
14328,,,5,Entomology,-,-,-,-,Bledius,cordatus,-,Say,- - - - Bledius cordatus -,"N.Y. [New York], Fla. [Florida]",,,"New York, Florida",United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,,,,,
14329,,,4,Entomology,-,-,-,-,Platystethus,americanus,-,Er. [Erichson],- - - - Platystethus americanus -,"N. Mex. [New Mexico], N. Ill. [Northern Illinois]",,,"New Mexico, Illinois",United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
14330,,,2,Entomology,-,-,-,-,Oxyletus [Oxytelus],rugosus,-,Grav. [Gravenhorst],- - - - Oxyletus [Oxytelus] rugosus -,"Ill. [Illinois], N. Ill. [Northern Illinois]",,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
14331,,,2,Entomology,-,-,-,-,Oxyletus [Oxytelus],convergens,-,Lec. [LeConte],- - - - Oxyletus [Oxytelus] convergens -,"Minn. [Minnesota], Ky. [Kentucky]",,,"Minnesota, Kentucky",United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
14332,,,2,Entomology,-,-,-,-,Apocellus,sphÄ�ericollis,-,Say,- - - - Apocellus sphÄ�ericollis -,Florida,,,Florida,United States of America,,,Bolter & Sonne,MULTIPLE AGENTS - 2,Bolter & Sonne,Charles Sonne; Andrew Bolter,,,
14333,,,1,Entomology,-,-,-,-,Haploderus,linearis,-,Lec. [LeConte],- - - - Haploderus linearis -,Cal. [California],,,California,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,,,,,
14334,,,5,Paleontology,-,-,-,-,Geodromicus,cÄ�esus,-,Er. [Erichson],- - - - Geodromicus cÄ�esus -,Illinois,,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
14335,,,1,Paleontology,-,-,-,-,Geodromicus,brunneus,-,Say,- - - - Geodromicus brunneus -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
14336,,,4,Entomology,-,-,-,-,Acidota,crenata,-,Fab. [Fabricius],- - - - Acidota crenata -,"L. Sup. [Lake Superior], N. Ill. [Northern Illinois], N.Y. [New York]",,,"Illinois, New York",United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
14337,,,2,Entomology,-,-,-,-,Lathrimacum,finnetarium [?],-,Melsh. [Melsheimer],- - - - Lathrimacum finnetarium [?] -,Sitka,Sitka,,Alaska,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,,,,,
