Catalog Number,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
17030,,,1,,-,-,-,-,Dryobatse,scalares [scalaris],bairdi,,- - - - Dryobatse scalares [scalaris] bairdi,"Brownsville, Tex. [Texas]",Brownsville,Cameron,Texas,United States of America,,,Geo. H. Laflin,George H. Laflin,F.M. Woodruff,Frank M. Woodruff,,,Ladder-backed woodpecker
17031,,,1,,-,-,-,-,Domseticated white rat,-,-,,- - - - Domseticated white rat - -,Chicago,Chicago,Cook,Illinois,United States of America,,,Lin. Park Comm. [Lincoln Park Commissioners],Lincoln Park Commission,,,,,
17032,,,3,,-,-,-,-,Diplax,rubicundula,-,Say,- - - - Diplax rubicundula -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17033,,,2,,-,-,-,-,Diplax,rubicundula,assimilata,Uhl.,#NAME?,C.L.,,,,,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17034,,,2,,-,-,-,-,Mesothemis,simplicollis,-,Say,- - - - Mesothemis simplicollis -,"Riverside, Ill. [Illinois]",Riverside,Cook,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17035,,,5,,-,-,-,-,Libellula,basalis,-,Say,- - - - Libellula basalis -,"Glen Ellyn, Ill. [Illinois]",Glen Ellyn,DuPage,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,#NAME?
17036,,,1,,-,-,-,-,Libellula,axillena,-,West.,- - - - Libellula axillena -,La. [Louisiana],,,Louisiana,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17037,,,2,,-,-,-,-,Plathemis,trimaculata,-,De G.,- - - - Plathemis trimaculata -,"Glen Ellyn, Ill. [Illinois]",Glen Ellyn,DuPage,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17038,,,1,,-,-,-,-,Celithemis,epionina [eponina],-,Drury,- - - - Celithemis epionina [eponina] -,"Glen Ellyn, Ill. [Illinois]",Glen Ellyn,DuPage,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17039,,,2,,-,-,-,-,Celthemis,elisa,-,Hagen,- - - - Celthemis elisa -,"Glen Ellyn, Ill. [Illinois]",Glen Ellyn,DuPage,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17040,,,1,,-,-,-,-,Epicordula,crinceps,-,Hagen,- - - - Epicordula crinceps -,"Riverside, Ill. [Illinois]",Riverside,Cook,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17041,,,2,,-,-,-,-,Enallaguea,cirile,-,Hagen,- - - - Enallaguea cirile -,Glen Ellyn,Glen Ellyn,DuPage,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17042,,,2,,-,-,-,-,Amphiagrion,saucium,-,Burm. [Burmeister],- - - - Amphiagrion saucium -,Glen Ellyn,Glen Ellyn,DuPage,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17043,,,2,,-,-,-,-,Lestes,unguiculata [unguiculatus],-,Hagen,- - - - Lestes unguiculata [unguiculatus] -,[Glen Ellyn?],,,,,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17044,,,2,,-,-,-,-,Hetaerina,americana,-,Fabr. [Fabricius],- - - - Hetaerina americana -,"Batavia, Ill [Illinois]",Batavia,Kane,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17045,,,2,,-,-,-,-,Calopteryx,maculata,-,Beauv. [Beauvois],- - - - Calopteryx maculata -,"Batavia, Ill [Illinois]",Batavia,Kane,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17046,,,2,,-,-,-,-,Calopteryx,dimidiata,-,Burm. [Burmeister],- - - - Calopteryx dimidiata -,"Batavia, Ill [Illinois]",Batavia,Kane,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17047,,,2,,-,-,-,-,Goruphus,grasilinellus,-,Walsh,- - - - Goruphus grasilinellus -,"Riverside, Ill. [Illinois]",Riverside,Cook,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17048,,,1,,-,-,-,-,Aeschna,constricta,-,Say,- - - - Aeschna constricta -,"Riverside, Ill. [Illinois]",Riverside,Cook,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17049,,,2,,-,-,-,-,Lestes,recangularis,-,Say,- - - - Lestes recangularis -,"Riverside, Ill. [Illinois]",Riverside,Cook,Illinois,United States of America,,,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
17050,,1329,1,,-,-,-,-,Alces,gigas [alces],[gigas],Miller,- - - - Alces gigas [alces] [gigas],"Near Copper River, [120 miles back of the glaciers, in interior of] Alaska",,,Alaska,United States of America,,,George H. Laflin,George H. Laflin,,,"[October 11, 1898]",1898-10-11,"Killed by as[sic] Esquimo[sic], 120 miles back of the glaciers, in interior of Alaska, Oct. 11, 1898"
17051,,1435,2,Malacology,Mollusca,Bivalvia,-,Ostreidae,Ostrea,virginica,-,Gmelin,Mollusca Bivalvia - Ostreidae Ostrea virginica -,"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,
17052,,1435,5,Malacology,Mollusca,Bivalvia,-,Ostreidae,Ostrea,virginica,-,Gmelin,Mollusca Bivalvia - Ostreidae Ostrea virginica -,"Squantum, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-13-99 [July 13, 1899]",1899-07-13,In school collection
17053,,1435,1,Malacology,Mollusca,Bivalvia,-,Ostreidae,Ostrea,virginica,-,Gmelin,Mollusca Bivalvia - Ostreidae Ostrea virginica -,"Pawtuxet, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-10-99 [July 10, 1899]",1899-07-10,
17054,,1435,1,Malacology,Mollusca,Bivalvia,-,Ostreidae,Ostrea,virginica,-,Gmelin,Mollusca Bivalvia - Ostreidae Ostrea virginica -,"Apponaug, Rhode Island",Apponaug,Kent,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-17-99 [July 17, 1899]",1899-07-17,
17055,,1435,1,Malacology,Mollusca,Bivalvia,-,Ostreidae,Ostrea,virginica,-,Gmelin,Mollusca Bivalvia - Ostreidae Ostrea virginica -,"Apponaug, Rhode Island",Apponaug,Kent,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-17-99 [July 17, 1899]",1899-07-17,
17056,,1435,1,Malacology,Mollusca,Bivalvia,-,Ostreidae,Ostrea,virginica,-,Gmelin,Mollusca Bivalvia - Ostreidae Ostrea virginica -,"Field's Point, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-18-99 [July 18, 1899]",1899-07-18,
17057,,1435,2,Malacology,Mollusca,Bivalvia,-,Pectenidae,Pecten,gibbus,[irradians],Linne [Lamarck],Mollusca Bivalvia - Pectenidae Pecten gibbus [irradians],"Apponaug, Rhode Island",Apponaug,Kent,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-17-99 [July 17, 1899]",1899-07-17,Var. irradians Lamarck
17058,,1435,2,Malacology,Mollusca,Bivalvia,-,Pectenidae,Pecten,gibbus,[irradians],Linne [Lamarck],Mollusca Bivalvia - Pectenidae Pecten gibbus [irradians],"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,Var. irradians Lamarck
17059,,1435,3,Malacology,Mollusca,Bivalvia,-,Pectenidae,Pecten,gibbus,[irradians],Linne [Lamarck],Mollusca Bivalvia - Pectenidae Pecten gibbus [irradians],"Atlantic City, New Jersey",Atlantic City,Atlantic county,New Jersey,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-7-99 [July 7, 1899]",1899-07-07,Var. irradians Lamarck
17060,,1435,3,Malacology,Mollusca,Bivalvia,-,Anomiidae,Anomia,simplex,-,Orbigny,Mollusca Bivalvia - Anomiidae Anomia simplex -,"Squantum, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-13-99 [July 13, 1899]",1899-07-13,
17061,,1435,11,Malacology,Mollusca,Bivalvia,-,Ostreidae,Ostrea,virginica,-,Gmelin,Mollusca Bivalvia - Ostreidae Ostrea virginica -,"Apponaug, Rhode Island",Apponaug,Kent,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-17-99 [July 17, 1899]",1899-07-17,Set showing objects of attachment
17062,,1435,3,Malacology,Mollusca,Bivalvia,-,Ostreidae,Ostrea,virginica,-,Gmelin,Mollusca Bivalvia - Ostreidae Ostrea virginica -,"Atlantic City, New Jersey",Atlantic City,Atlantic county,New Jersey,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-7-99 [July 7, 1899]",1899-07-07,
17063,,1435,10,Malacology,Mollusca,Bivalvia,-,Arciidae,Arca,pexata,-,Say,Mollusca Bivalvia - Arciidae Arca pexata -,"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,
17064,,1435,18,Malacology,Mollusca,Bivalvia,-,Arciidae,Arca,pexata,-,Say,Mollusca Bivalvia - Arciidae Arca pexata -,"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,
17065,,1435,3,Malacology,Mollusca,Bivalvia,-,Arciidae,Arca,transversa,-,Say,Mollusca Bivalvia - Arciidae Arca transversa -,"Squantum, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-13-99 [July 13, 1899]",1899-07-13,
17066,,1435,22,Malacology,Mollusca,Bivalvia,-,Arciidae,Arca,transversa,-,Say,Mollusca Bivalvia - Arciidae Arca transversa -,"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,
17067,,1435,1,Malacology,Mollusca,Bivalvia,-,Arciidae,Arca,pexata,-,Say,Mollusca Bivalvia - Arciidae Arca pexata -,"Squantum, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-13-99 [July 13, 1899]",1899-07-13,
17068,,1435,1,Malacology,Mollusca,Bivalvia,-,Arciidae,Arca,transversa,-,Say,Mollusca Bivalvia - Arciidae Arca transversa -,"Atlantic City, New Jersey",Atlantic City,Atlantic county,New Jersey,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-7-99 [July 7, 1899]",1899-07-07,
17069,,1435,1,Malacology,Mollusca,Bivalvia,-,Arciidae,Arca,pexata,-,Say,Mollusca Bivalvia - Arciidae Arca pexata -,"Pawtuxet, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-10-99 [July 10, 1899]",1899-07-10,
17070,,1435,1,Malacology,Mollusca,Bivalvia,-,Mytilidae,Mytilus,demissus,-,Dillwyn,Mollusca Bivalvia - Mytilidae Mytilus demissus -,"Atlantic City, New Jersey",Atlantic City,Atlantic county,New Jersey,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-7-99 [July 7, 1899]",1899-07-07,
17071,,1435,1,Malacology,Mollusca,Bivalvia,-,Arciidae,Arca,pexata,-,Say,Mollusca Bivalvia - Arciidae Arca pexata -,"Atlantic City, New Jersey",Atlantic City,Atlantic county,New Jersey,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-7-99 [July 7, 1899]",1899-07-07,
17072,,1435,6,Malacology,Mollusca,Bivalvia,-,Mytilidae,Mytilus,demissus,-,Dillwyn,Mollusca Bivalvia - Mytilidae Mytilus demissus -,"Apponaug, Rhode Island",Apponaug,Kent,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-17-99 [July 17, 1899]",1899-07-17,
17073,,1435,11,Malacology,Mollusca,Bivalvia,-,Mytilidae,Mytilus,demissus,-,Dillwyn,Mollusca Bivalvia - Mytilidae Mytilus demissus -,"Squantum, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,
17074,,1435,1,Malacology,Mollusca,Bivalvia,-,Mytilidae,Mytilus,demissus,-,Dillwyn,Mollusca Bivalvia - Mytilidae Mytilus demissus -,"Pawtuxet, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-10-99 [July 10, 1899]",1899-07-10,
17075,,1435,1,Malacology,Mollusca,Bivalvia,-,Mytilidae,Mytilus,demissus,-,Dillwyn,Mollusca Bivalvia - Mytilidae Mytilus demissus -,"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,
17076,,1435,11,Malacology,Mollusca,Bivalvia,-,Mytilidae,Mytilus,edulis,-,Linnaeus,Mollusca Bivalvia - Mytilidae Mytilus edulis -,"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,
17077,,1435,1,Malacology,Mollusca,Bivalvia,-,Mytilidae,Mytilus,edulis,-,Linnaeus,Mollusca Bivalvia - Mytilidae Mytilus edulis -,"Squantum, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-13-99 [July 13, 1899]",1899-07-13,
17078,,1435,1,Malacology,Mollusca,Bivalvia,-,Mytilidae,Mytilus,edulis,-,Linnaeus,Mollusca Bivalvia - Mytilidae Mytilus edulis -,"Apponaug, Rhode Island",Apponaug,Kent,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-17-99 [July 17, 1899]",1899-07-17,
17079,,1435,2,Malacology,Mollusca,Bivalvia,-,Mytilidae,Modiola,modiolus,-,Linnaeus,Mollusca Bivalvia - Mytilidae Modiola modiolus -,"Seakonnet[sic] [Sakonnet] Point, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-27-99 [July 27, 1899]",1899-07-27,
17080,,1435,3,Malacology,Mollusca,Bivalvia,-,Mytilidae,Mytilus,edulis,-,Linnaeus,Mollusca Bivalvia - Mytilidae Mytilus edulis -,"Atlantic City, New Jersey",Atlantic City,Atlantic county,New Jersey,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-7-99 [July 7, 1899]",1899-07-07,
17081,,1435,2,Malacology,Mollusca,Bivalvia,-,Mytilidae,Mytilus,edulis,[pellucida],Linne [Pennant],Mollusca Bivalvia - Mytilidae Mytilus edulis [pellucida],"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,Var. pellucida Pennant
17082,,1435,3,Malacology,Mollusca,Bivalvia,-,Mytilidae,Mytilus,edulis,-,Linne,Mollusca Bivalvia - Mytilidae Mytilus edulis -,"Newport, Rhode Island",Newport,Newport,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-21-99 [July 21, 1899]",1899-07-21,
17083,,1435,6,Malacology,Mollusca,Bivalvia,-,Pectenidae,Pecten,gibbus,[irradians],Linne[Lamarck],Mollusca Bivalvia - Pectenidae Pecten gibbus [irradians],"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,Var. irradians Lamarck
17084,,1435,10,Malacology,Mollusca,Bivalvia,-,Pectenidae,Pecten,gibbus,[irradians],Linne[Lamarck],Mollusca Bivalvia - Pectenidae Pecten gibbus [irradians],"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,Var. irradians Lamarck
17085,,1435,9,Malacology,Mollusca,Bivalvia,-,Ostreidae,Ostrea,virginica,-,Gmelin,Mollusca Bivalvia - Ostreidae Ostrea virginica -,"Apponaug, Rhode Island",Apponaug,Kent,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-17-99 [July 17, 1899]",1899-07-17,
17086,,1435,3,Malacology,Mollusca,Bivalvia,-,Nuculidae,Nucula,proxima,[trunculus],Say [Dall],Mollusca Bivalvia - Nuculidae Nucula proxima [trunculus],"Off Rumstick Point, R.I. [Rhode Island]",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,8-1892 [August 1892],1892-08,Var. trunculus Dall.
17087,,1435,1,Malacology,Mollusca,Bivalvia,-,Nuculanidae,Yolida,limatula,-,Say,Mollusca Bivalvia - Nuculanidae Yolida limatula -,"Off Rumstick Point, R.I. [Rhode Island]",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,8-1892 [August 1892],1892-08,
17088,,1435,1,Malacology,Mollusca,Bivalvia,-,Cardiidae,Cardium,mortoni,-,Conrad,Mollusca Bivalvia - Cardiidae Cardium mortoni -,"Apponaug, Rhode Island",Apponaug,Kent,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-17-99 [July 17, 1899]",1899-07-17,
17089,,1435,18,Malacology,Mollusca,Bivalvia,-,Cardiidae,Cardium,mortoni,-,Conrad,Mollusca Bivalvia - Cardiidae Cardium mortoni -,"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,
17090,,1435,19,Malacology,Mollusca,Bivalvia,-,Veneridae,Venus,mercenaria,-,Linne,Mollusca Bivalvia - Veneridae Venus mercenaria -,"Apponaug, Rhode Island",Apponaug,Kent,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-17-99 [July 17, 1899]",1899-07-17,
17091,,1435,2,Malacology,Mollusca,Bivalvia,-,Veneridae,Venus,mercenaria,-,Linne,Mollusca Bivalvia - Veneridae Venus mercenaria -,"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,
17092,,1435,1,Malacology,Mollusca,Bivalvia,-,Petricolidae,Petricola,pholadiformis,-,Lamarck,Mollusca Bivalvia - Petricolidae Petricola pholadiformis -,"Newport, Rhode Island",Newport,Newport,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-21-99 [July 21, 1899]",1899-07-21,
17093,,1435,5,Malacology,Mollusca,Bivalvia,-,Petricolidae,Petricola,pholadiformis,-,Lamarck,Mollusca Bivalvia - Petricolidae Petricola pholadiformis -,"Off Rumstick Point, R.I. [Rhode Island]",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,8-1892 [August 1892],1892-08,
17094,,1435,2,Malacology,Mollusca,Bivalvia,-,Mactridae,Spisula,solidissima,-,Dillwyn,Mollusca Bivalvia - Mactridae Spisula solidissima -,"Atlantic City, N.J. [New Jersey]",Atlantic City,Atlantic county,New Jersey,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-7-99 [July 7, 1899]",1899-07-07,
17095,,1435,1,Malacology,Mollusca,Bivalvia,-,Tellinidae,Tellina,tenera,-,Say,Mollusca Bivalvia - Tellinidae Tellina tenera -,"Railey's Beach, Newport, R.I. [Rhode Island]",Newport,Newport,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,8-1892 [August 1892],1892-08,
17096,,1435,1,Malacology,Mollusca,Bivalvia,-,Solecurtidae,Tagelus,gibbus,-,Spengler,Mollusca Bivalvia - Solecurtidae Tagelus gibbus -,"Atlantic City, N.J. [New Jersey]",Atlantic City,Atlantic county,New Jersey,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-7-99 [July 7, 1899]",1899-07-07,
17097,,1435,4,Malacology,Mollusca,Bivalvia,-,Tellinidae,Macoma,secta,-,Say,Mollusca Bivalvia - Tellinidae Macoma secta -,"Bailey's Beach, Newport, R. I. [Rhode Island]",Newport,Newport,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,8-1892 [August 1892],1892-08,
17098,,1435,18,Malacology,Mollusca,Bivalvia,-,Mactridae,Mulinia,lateralis,-,Say,Mollusca Bivalvia - Mactridae Mulinia lateralis -,"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,
17099,,1435,3,Malacology,Mollusca,Bivalvia,-,Arciidae,Arca,pexata,-,Say,Mollusca Bivalvia - Arciidae Arca pexata -,"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,
17100,,1435,2,Malacology,Mollusca,Gastropoda,-,Melongenidae,Fulgur [Busycon],carica,-,Linne [Gmelin],Mollusca Gastropoda - Melongenidae Fulgur [Busycon] carica -,"Atlantic City, N.J. [New Jersey]",Atlantic City,Atlantic county,New Jersey,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-7-99 [July 7, 1899]",1899-07-07,
17101,,1435,2,Malacology,Mollusca,Bivalvia,-,Veneridae,Venus,mercenaria,-,Linne,Mollusca Bivalvia - Veneridae Venus mercenaria -,"Squantum, R.I. [Rhode Island]",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-13-99 [July 13, 1899]",1899-07-13,
17102,,1435,2,Malacology,Mollusca,Bivalvia,-,Veneridae,Venus,mercenaria,-,Linne,Mollusca Bivalvia - Veneridae Venus mercenaria -,"Seakonnet[sic] [Sakonnet], Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-27-99 [July 27, 1899]",1899-07-27,
17103,,1435,8,Malacology,Mollusca,Bivalvia,-,Mytilidae,Mytilus,edulis,-,Linne,Mollusca Bivalvia - Mytilidae Mytilus edulis -,"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-22-99 [July 22, 1899]",1899-07-22,
17104,,1435,10,Malacology,Mollusca,Bivalvia,-,Veneridae,Gemmina,purpurea,-,H.C. Lea,Mollusca Bivalvia - Veneridae Gemmina purpurea -,"Off Rumstick Point, R.I. [Rhode Island]",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,8-1890 [August 1890],1890-08,
17105,,1435,16,Malacology,Mollusca,Bivalvia,-,Veneridae,Gemmina,purpurea,-,H.C. Lea,Mollusca Bivalvia - Veneridae Gemmina purpurea -,"Apponaug, Rhode Island",Apponaug,Kent,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-17-99 [July 17, 1899]",1899-07-17,
17106,,1435,1,Malacology,Mollusca,Bivalvia,-,Solenidae,Ensis,directus,-,Conrad,Mollusca Bivalvia - Solenidae Ensis directus -,"Nayatt, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-7-99 [July 7, 1899]",1899-07-07,
17107,,1435,2,Malacology,Mollusca,Bivalvia,-,Solenidae,Ensis,directus,-,Conrad,Mollusca Bivalvia - Solenidae Ensis directus -,"Field's Point, R.I. [Rhode Island]",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-18-99 [July 18, 1899]",1899-07-18,
17108,,1435,1,Malacology,Mollusca,Bivalvia,-,Solenidae,Ensis,directus,-,Conrad,Mollusca Bivalvia - Solenidae Ensis directus -,"Squantum, Rhode Island",,,Rhode Island,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-13-99 [July 13, 1899]",1899-07-13,
17109,,1435,1,Malacology,Mollusca,Bivalvia,-,Solenidae,Ensis,directus,-,Conrad,Mollusca Bivalvia - Solenidae Ensis directus -,"Atlantic City, N.J. [New Jersey]",Atlantic City,Atlantic county,New Jersey,United States of America,,,Frank C. Baker,Frank Collins Baker,,,"7-7-99 [July 7, 1899]",1899-07-07,
