Catalog Number,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
28259,,1160,1,,-,-,-,-,Argynnis [Speyeria],atlantis,-,Edwards,- - - - Argynnis [Speyeria] atlantis -,"Alameda, Cal. [California]",,,California,United States of America,,adult,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,3-23-1879,1879-03-23,
28260,,503,2,,-,-,-,-,Argynnis [Speyeria],atlantis,-,Edwards,- - - - Argynnis [Speyeria] atlantis -,Vermont,,,Vermont,United States of America,,adult,O.S. Westcott,Oliver S. Westcott,O.S. Westcott,Oliver S. Westcott,,,
28261,,1958,1,,-,-,-,-,Argynnis [Speyeria],laura [callippe],[juba],Edwards,- - - - Argynnis [Speyeria] laura [callippe] [juba],,,,,Unknown,,adult,Entomological Section,,John L. Healy,John L. Healy,,,
28262,,954,3,,-,-,-,-,Argynnis [Speyeria],eurynome [mormonia],clio [eurynome],Edw.,- - - - Argynnis [Speyeria] eurynome [mormonia] clio [eurynome],Utah,,,Utah,United States of America,"female, male",adult,A.J. Snyder,Andrew J. Snyder,A.J. Snyder,Andrew J. Snyder,,,
28263,,2090,2,,-,-,-,-,Brenthis [Boloria],bellona,-,"Fabricius [Dyar, 1904]",- - - - Brenthis [Boloria] bellona -,"River Forest, Ills. [Illinois]",River Forest,Cook,Illinois,United States of America,,adult,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
28264,,1160,1,,-,-,-,-,Lemonias [Euphydryas],chalcedon [chalcedona],-,Doubleday & Hewitson,- - - - Lemonias [Euphydryas] chalcedon [chalcedona] -,"Mariposa Grove, Cal.  [California]",,,California,United States of America,,adult,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,5-14-1879,1879-05-14,
28265,,2196,2,,-,-,-,-,Lemonias [Euphydryas],colon,-,Edwards,- - - - Lemonias [Euphydryas] colon -,California,,,California,United States of America,,adult,Entomological Section,,,,,,
28266,,954,2,,-,-,-,-,Lemonias [Euphydryas],nubigena [editha nubigena],-,Behr,- - - - Lemonias [Euphydryas] nubigena [editha nubigena] -,"Park City, Utah",Park City,Summit,Utah,United States of America,,adult,A.J. Snyder,Andrew J. Snyder,A.J. Snyder,Andrew J. Snyder,,,
28267,,250,2,,-,-,-,-,Lemonias [Chlosyne],palla,-,Boisduval,- - - - Lemonias [Chlosyne] palla -,,,,,Unknown,,adult,J.L. Healy,John L. Healy,J.L. Healy,John L. Healy,,,
28268,,1160,1,,-,-,-,-,Lemonias [Chlosyne],gabbii,-,Behr,- - - - Lemonias [Chlosyne] gabbii -,"Smith's Springs, S. Cal.  [California]",,,California,United States of America,,adult,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,4-19-1879,1879-04-19,3300 ft. Alt.
28269,,1142,1,,-,-,-,-,Thessalia [Chlosyne],leanira,-,Boisduval,- - - - Thessalia [Chlosyne] leanira -,"Los Angeles, S. Cal.  [California]",,,California,United States of America,female,adult,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,4-4-1879,1879-04-04,
28270,,2090,1,,-,-,-,-,Charidryas [Chlosyne],nycteis,-,Doubleday & Hewitson,- - - - Charidryas [Chlosyne] nycteis -,Oak Park,,Cook,Illinois,United States of America,male,adult,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
28271,,1142,1,,-,-,-,-,Phyciodes,phaon,-,Edwards,- - - - Phyciodes phaon -,"Fort Capron, Fla.  [Florida]",Fort Capron,St. Lucie,Florida,United States of America,,adult,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
28272,,3070,2,,-,-,-,-,Phyciodes,tharos,-,Drury,- - - - Phyciodes tharos -,"Chicago,  [Illinois]",Chicago,Cook,Illinois,United States of America,"female, male",adult,W.E. Hurdley,Whitney E. Hurdley,W.E. Hurdley,Whitney E. Hurdley,,,Form marcia.
28273,,3070,2,,-,-,-,-,Phyciodes,tharos,-,Drury,- - - - Phyciodes tharos -,"Chicago,  [Illinois]",Chicago,Cook,Illinois,United States of America,"female, male",adult,W.E. Hurdley,Whitney E. Hurdley,W.E. Hurdley,Whitney E. Hurdley,,,Form morpheus
28274,,1142,1,,-,-,-,-,Phyciodes,pratensis [batesii],-,Behr [Reakirt],- - - - Phyciodes pratensis [batesii] -,"California [Santa Rita River, Southern California]",,,California,United States of America,,adult,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,4-29-1879,1879-04-29,S. Cal.
28275,,1958,4,,-,-,-,-,Polygonia,interrogationis,-,Fabricius,- - - - Polygonia interrogationis -,Northern Illinois,,,Illinois,United States of America,,adult,Entomological Section,,,,,,One speciman in field group.
28276,,3070,1,,-,-,-,-,Polygonia,interrogationis,-,Fabricius,- - - - Polygonia interrogationis -,"Chicago,  [Illinois]",Chicago,Cook,Illinois,United States of America,,adult,W.E. Hurdley,Whitney E. Hurdley,W.E. Hurdley,Whitney E. Hurdley,,,Form umbrosa lintner.
28277,,2196,2,,-,-,-,-,Polygonia,comma,-,Harris,- - - - Polygonia comma -,"River Forest, Ills.  [Illinois]",River Forest,Cook,Illinois,United States of America,,adult,Entomological Section,,,,,,
28278,,954,1,,-,-,-,-,Polygonia,comma,-,Harris,- - - - Polygonia comma -,"Ridgeland, Ills.  [Illinois]",Ridgeland,Iroquois,Illinois,United States of America,,adult,W.E. Longley,W. E. Longley,W.E. Longley,W. E. Longley,,,
28279,,1160,3,,-,-,-,-,Polygonia,comma,-,Harris,- - - - Polygonia comma -,Northern Illinois,,,Illinois,United States of America,"female, male",adult,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,Form dryas Edw.
28280,,503,1,,-,-,-,-,Euvanessa [Nymphalis],antiopa,-,Linn.,- - - - Euvanessa [Nymphalis] antiopa -,"Cook Co., Illinois",,Cook,Illinois,United States of America,,adult,O.S. Westcott,Oliver S. Westcott,O.S. Westcott,Oliver S. Westcott,Sept,,
28281,,3021,1,,-,-,-,-,Oporonis,agilis,-,Wilson,- - - - Oporonis agilis -,"Glencoe, Ills.  [Illinois]",Glencoe,Cook,Illinois,United States of America,female,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-21T00:00:00Z,1909-09-21,First record - fall.
28282,,2916,1,,-,-,-,-,Dendroica [Setophaga],coronata,-,Linnaeus,- - - - Dendroica [Setophaga] coronata -,"Libertyville, Ills.  [Illinois]",Libertyville,Lake,Illinois,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-04-19T00:00:00Z,1909-04-19,
28283,,2916,1,,-,-,-,-,Dendroica [Setophaga],coronata,-,Linnaeus,- - - - Dendroica [Setophaga] coronata -,"Libertyville, Ills.  [Illinois]",Libertyville,Lake,Illinois,United States of America,female,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-04-19T00:00:00Z,1909-04-19,
28284,,2931,1,,-,-,-,-,Dendroica [Setophaga],coronata,-,Linneaus,- - - - Dendroica [Setophaga] coronata -,"Eggers, Indiana",,,Indiana,United States of America,female,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-13T00:00:00Z,1909-05-13,
28285,,3021,1,,-,-,-,-,Dendroica [Setophaga],coronata,-,Linnaeus,- - - - Dendroica [Setophaga] coronata -,"Glencoe, Illinois",Glencoe,Cook,Illinois,United States of America,female,juvenile,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-21T00:00:00Z,1909-09-21,
28286,,3021,1,,-,-,-,-,Dendroica [Setophaga],coronata,-,Linnaeus,- - - - Dendroica [Setophaga] coronata -,"Glencoe, Illinois",Glencoe,Cook,Illinois,United States of America,male,juvenile,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-21T00:00:00Z,1909-09-21,
28287,,2935,1,,-,-,-,-,Dendroica [Setophaga],tigrina,-,Gmelin,- - - - Dendroica [Setophaga] tigrina -,"Highland Park, Ills.  [Illinois]",Highland Park,Lake,Illinois,United States of America,male,juvenile,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-20T00:00:00Z,1909-05-20,
28288,,2935,1,,-,-,-,-,Dendroica [Setophaga],tigrina,-,Gmelin,- - - - Dendroica [Setophaga] tigrina -,"Highland Park, Ills.  [Illinois]",Highland Park,Lake,Illinois,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-20T00:00:00Z,1909-05-20,
28289,,2935,1,,-,-,-,-,Dendroica [Setophaga],tigrina,-,Gmelin,- - - - Dendroica [Setophaga] tigrina -,"Highland Park, Ills.  [Illinois]",Highland Park,Lake,Illinois,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-20T00:00:00Z,1909-05-20,
28290,,2935,1,,-,-,-,-,Dendroica [Setophaga],tigrina,-,Gmelin,- - - - Dendroica [Setophaga] tigrina -,"Highland Park, Ills.  [Illinois]",Highland Park,Lake,Illinois,United States of America,female,juvenile,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-20T00:00:00Z,1909-05-20,
28291,,3021,1,,-,-,-,-,Setophaga,ruticilla,-,Linnaeus,- - - - Setophaga ruticilla -,"Glencoe, Ills.  [Illinois]",Glencoe,Cook,Illinois,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-21T00:00:00Z,1909-09-21,
28292,,3021,1,,-,-,-,-,Setophaga,ruticilla,-,Linnaeus,- - - - Setophaga ruticilla -,"Glencoe, Ills.  [Illinois]",Glencoe,Cook,Illinois,United States of America,female,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-21T00:00:00Z,1909-09-21,
28293,,2930,1,,-,-,-,-,Dendroica [Setophaga],maculosa,-,Gmelin,- - - - Dendroica [Setophaga] maculosa -,"Glencoe, Ills.  [Illinois]",Glencoe,Cook,Illinois,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-10T00:00:00Z,1909-05-10,
28294,,3021,1,,-,-,-,-,Dendroica [Setophaga],maculosa [magnolia],-,Gmelin,- - - - Dendroica [Setophaga] maculosa [magnolia] -,"Glencoe, Ills.  [Illinois]",Glencoe,Cook,Illinois,United States of America,,juvenile,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-22T00:00:00Z,1909-09-22,
28295,,3021,1,,-,-,-,-,Dendroica [Setophaga],maculosa [magnolia],-,Gmelin,- - - - Dendroica [Setophaga] maculosa [magnolia] -,"Glencoe, Ills.  [Illinois]",Glencoe,Cook,Illinois,United States of America,,juvenile,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-22T00:00:00Z,1909-09-22,
28296,,2918,1,,-,-,-,-,Dendroica [Setophaga],palmarum,palmarum,Gmelin,- - - - Dendroica [Setophaga] palmarum palmarum,"Lincoln Park, Chicago,  [Illinois]",Chicago,Cook,Illinois,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-04-14T00:00:00Z,1909-04-14,In field group
28297,,3021,1,,-,-,-,-,Dendroica [Setophaga],palmarum,palmarum,Gmelin,- - - - Dendroica [Setophaga] palmarum palmarum,"Glencoe, Ills.  [Illinois]",Glencoe,Cook,Illinois,United States of America,female,juvenile,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-21T00:00:00Z,1909-09-21,
28298,,3019,1,,-,-,-,-,Dendroica [Setophaga],castanea,-,Wilson,- - - - Dendroica [Setophaga] castanea -,"Kankakee, Ills.  [Illinois]",Kankakee,Kankakee,Illinois,United States of America,,juvenile,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-11T00:00:00Z,1909-09-11,
28299,,3019,1,,-,-,-,-,Dendroica [Setophaga],castanea,-,Wilson,- - - - Dendroica [Setophaga] castanea -,"Kankakee, Ills.  [Illinois]",Kankakee,Kankakee,Illinois,United States of America,,juvenile,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-11T00:00:00Z,1909-09-11,
28300,,3021,1,,-,-,-,-,Dendroica [Setophaga],striata,-,Forster,- - - - Dendroica [Setophaga] striata -,"Glencoe, Ills.  [Illinois]",Glencoe,Cook,Illinois,United States of America,female,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-21T00:00:00Z,1909-09-21,
28302,,3041,1,,-,-,-,-,Dendroica [Setophaga],virens,-,Gmelin,- - - - Dendroica [Setophaga] virens -,"Glencoe, Ills.  [Illinois]",Glencoe,Cook,Illinois,United States of America,male,juvenile,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-10-03T00:00:00Z,1909-10-03,
28303,,3019,1,,-,-,-,-,Dendroica [Setophaga],blackburniae [fusca],-,Gmelin,- - - - Dendroica [Setophaga] blackburniae [fusca] -,"Kankakee, Ills.  [Illinois]",Kankakee,Kankakee,Illinois,United States of America,female,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-11T00:00:00Z,1909-09-11,
28304,,2931,1,,-,-,-,-,Dendroica [Setophaga],pensylvanica,-,Linnaeus,- - - - Dendroica [Setophaga] pensylvanica -,"Eggers, Ind.  [Indiana]",,,Indiana,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-13T00:00:00Z,1909-05-13,
28305,,3021,1,,-,-,-,-,Dendroica [Setophaga],pensylvanica,-,Linnaeus,- - - - Dendroica [Setophaga] pensylvanica -,"Glencoe, Ills.  [Illinois]",Glencoe,Cook,Illinois,United States of America,,juvenile,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-21T00:00:00Z,1909-09-21,
28306,,3021,1,,-,-,-,-,Helminthophila [Leiothlypis],peregrina,-,Wilson,- - - - Helminthophila [Leiothlypis] peregrina -,"Glencoe, Ills.  [Illinois]",Glencoe,Cook,Illinois,United States of America,,juvenile,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-21T00:00:00Z,1909-09-21,
28307,,3021,1,,-,-,-,-,Helminthophila [Leiothlypis],peregrina,-,Wilson,- - - - Helminthophila [Leiothlypis] peregrina -,"Glencoe, Ills.  [Illinois]",Glencoe,Cook,Illinois,United States of America,,juvenile,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-21T00:00:00Z,1909-09-21,
28308,,2932,1,,-,-,-,-,Helminthophila [Leiothlypis],rubicapilla,rubicapilla,Wilson,- - - - Helminthophila [Leiothlypis] rubicapilla rubicapilla,"Libertyville, Ills.  [Illinois]",Libertyville,Lake,Illinois,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-17T00:00:00Z,1909-05-17,
28309,,2935,1,,-,-,-,-,Helminthophila [Leiothlypis],rubicapilla,rubicapilla,Wilson,- - - - Helminthophila [Leiothlypis] rubicapilla rubicapilla,"Highland Park, Ills.  [Illinois]",Highland Park,Lake,Illinois,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-20T00:00:00Z,1909-05-20,
28310,,2932,1,,-,-,-,-,Campsothlypis [Setophaga],americana,usneae,Brewster,- - - - Campsothlypis [Setophaga] americana usneae,"Libertyville, Ills.  [Illinois]",Libertyville,Lake,Illinois,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-11T00:00:00Z,1909-05-11,
28311,,3021,1,,-,-,-,-,Campsothlypis [Setophaga],americana,usneae,Brewster,- - - - Campsothlypis [Setophaga] americana usneae,"Glencoe, Ills.  [Illinois]",Glencoe,Cook,Illinois,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-09-21T00:00:00Z,1909-09-21,
28312,,2928,1,,-,-,-,-,Hylocichla [Catharus],fuscescens,aliciae,Ridgeway,- - - - Hylocichla [Catharus] fuscescens aliciae,"Libertyville, Ills.  [Illinois]",Libertyville,Lake,Illinois,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-03T00:00:00Z,1909-05-03,
28313,,2931,1,,-,-,-,-,Hylocichla [Catharus],fuscescens,salicicola,Ridgeway,- - - - Hylocichla [Catharus] fuscescens salicicola,"Eggers, Indiana",,,Indiana,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-13T00:00:00Z,1909-05-13,
28314,,2931,1,,-,-,-,-,Hylocichla [Catharus],fuscescens,salicicola,Ridgeway,- - - - Hylocichla [Catharus] fuscescens salicicola,"Eggers, Indiana",,,Indiana,United States of America,female,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-13T00:00:00Z,1909-05-13,
28315,,2931,1,,-,-,-,-,Hylocichla [Catharus],fuscescens,salicicola,Ridgeway,- - - - Hylocichla [Catharus] fuscescens salicicola,"Eggers, Indiana",,,Indiana,United States of America,female,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-13T00:00:00Z,1909-05-13,
28316,,2931,1,,-,-,-,-,Hylocichla [Catharus],fuscescens,salicicola,Ridgeway,- - - - Hylocichla [Catharus] fuscescens salicicola,"Eggers, Indiana",,,Indiana,United States of America,male,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,2009-05-13T00:00:00Z,1909-05-13,
28317,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28318,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28319,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28320,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28321,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28322,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28323,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28324,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28325,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28326,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28327,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28328,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28329,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28330,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28331,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28332,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28333,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28334,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28335,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28336,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28337,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28338,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28339,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28340,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28341,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28342,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28343,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28344,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28345,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28346,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28347,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28348,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28349,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28350,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28351,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28352,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28353,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28354,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28355,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28356,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28357,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28358,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28359,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28360,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28361,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28362,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28363,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28364,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28365,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28366,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28367,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28368,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28369,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28370,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28371,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28372,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28373,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28374,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28375,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28376,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28377,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28378,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28379,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28380,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28381,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28382,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28383,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28384,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28385,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28386,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28387,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28388,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28389,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28390,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28391,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28392,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28393,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28394,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28395,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28396,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
28397,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
