COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
35,ekrimmel,1990.1.73,,,,[CHAS:Mamm]1990.1,Bombus fervidus,legacy,unknown,,Bee.,Sun Aug 27 00:00:00 CDT 1989,1989-08-28,1989-08-28,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. EXHIBIT AND LOAN HISTORY: Education Program - Bee Watch, 7/2014. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-30). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),unchecked,1,missing,Not found 2017-05-20.,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
36,ekrimmel,2017.14.2290,136,original identifier,self,[CHAS:Mamm]2017.14,Bombus fervidus,legacy,Grace Sandhouse,1929,Bee.,"Aug. 11, '28",1928-08-11,1928-08-11,"North America, United States, Illinois, Cook County",Chicago,"Chicago, Ill.",Erica Krimmel,2017-06-17,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. EXHIBIT AND LOAN HISTORY: Education Program - Bee Watch, 7/2014; L2015.8, Bees exhibit. DATA HISTORY: Inventory catalogued/verified by Amber King (2014-07-16). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-06-17).",,,,whole organism (pinned),unchecked,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
37,ekrimmel,2017.14.2291,135,original identifier,self,[CHAS:Mamm]2017.14,Bombus pennsylvanicus,legacy,Grace Sandhouse,1929,Bee.,"Sept. 1, 1928",1928-09-01,1928-09-01,"North America, United States, Illinois, Cook County",Willow Springs,Willow Springs,Michael Portala,2017-05-20,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. EXHIBIT AND LOAN HISTORY: Education Program - Bee Watch, 7/2014. DATA HISTORY: Inventory catalogued/verified by Amber King (2014-07-15). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
38,ekrimmel,1987.5.110,George Hulse-BB1,collector number,self,[CHAS:Mamm]1987.5,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Sat Jul 04 00:00:00 CDT 1987,1987-07-04,1987-07-04,"North America, United States, Illinois, Cook County","Chicago, Humboldt Park",Humboldt Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. EXHIBIT AND LOAN HISTORY: Education Program - Bee Watch, 7/2014. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,male,Crystal L. Boyd,2011-01-14,,,,,,accepted place of collection
39,ekrimmel,1990.1.74,,,,[CHAS:Mamm]1990.1,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Mon Jul 04 00:00:00 CDT 1988,1988-07-04,1988-07-04,"North America, United States, Illinois, Cook County","Chicago, Lincoln Park Bird Sanctuary",Lincoln Park Bird Sanctuary,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. EXHIBIT AND LOAN HISTORY: Education Program - Bee Watch, 7/2014; L2012.15, Insects an Enormous Diversity exhibit. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,female,Crystal L. Boyd,2011-01-14,caste,worker,Crystal L. Boyd,2011-01-14,,accepted place of collection
40,ekrimmel,1990.1.75,,,,[CHAS:Mamm]1990.1,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Sun Aug 27 00:00:00 CDT 1989,1989-08-27,1989-08-27,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. EXHIBIT AND LOAN HISTORY: Education Program - Bee Watch, 7/2014. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,female,Crystal L. Boyd,2011-01-14,caste,worker,Crystal L. Boyd,2011-01-14,,accepted place of collection
41,ekrimmel,2017.10.11869,,,,[CHAS:Mamm]2017.10,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Sun Jul 08 00:00:00 CDT 1990,1990-07-08,1990-07-08,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. EXHIBIT AND LOAN HISTORY: Education Program - Bee Watch, 7/2014. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,female,Crystal L. Boyd,2011-01-14,caste,worker,Crystal L. Boyd,2011-01-14,,accepted place of collection
42,ekrimmel,2017.10.11872,,,,[CHAS:Mamm]2017.10,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Sun Sep 09 00:00:00 CDT 1990,1990-09-09,1990-09-09,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. EXHIBIT AND LOAN HISTORY: Education Program - Bee Watch, 7/2014. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,female,Crystal L. Boyd,2011-01-14,caste,worker,Crystal L. Boyd,2011-01-14,,accepted place of collection
43,ekrimmel,2017.10.11873,,,,[CHAS:Mamm]2017.10,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Sun May 08 00:00:00 CST 1904,1904-05-08,1904-05-08,"North America, United States, Illinois, Cook County",Palos Park,Palos Park,Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,female,Crystal L. Boyd,2011-01-14,caste,worker,Crystal L. Boyd,2011-01-14,,accepted place of collection
44,ekrimmel,2017.10.11874,,,,[CHAS:Mamm]2017.10,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Wed Aug 26 00:00:00 CST 1936,1936-08-26,1936-08-26,"North America, United States, Illinois, Lake County",Waukegan,Waukegan,Michael Portala,2017-05-20,unverified,,,,Donald C. Lowrie,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,verbatim collector,D.C. Lowrie,Erica Krimmel,2018-01-22,sex,female,Crystal L. Boyd,2011-01-14,caste,worker,Crystal L. Boyd,2011-01-14,,accepted place of collection
45,ekrimmel,1987.5.111,George Hulse-BB8,collector number,self,[CHAS:Mamm]1987.5,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Fri Jul 03 00:00:00 CDT 1987,1987-07-03,1987-07-03,"North America, United States, Illinois, Cook County","Northbrook, Somme Woods Prairie",Somme Woods Prairie,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,female,Crystal L. Boyd,2011-01-14,caste,worker,Crystal L. Boyd,2011-01-14,,accepted place of collection
46,ekrimmel,1987.5.112,George Hulse-BB5,collector number,self,[CHAS:Mamm]1987.5,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Sat Jul 25 00:00:00 CDT 1987,1987-07-25,1987-07-25,"North America, United States, Illinois, Cook County","Chicago, 1049 W North Ave",1049 West North Ave.,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,female,Crystal L. Boyd,2011-01-14,caste,worker,Crystal L. Boyd,2011-01-14,,accepted place of collection
47,ekrimmel,1987.5.113,George Hulse-BB4,collector number,self,[CHAS:Mamm]1987.5,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Thu Jul 30 00:00:00 CDT 1987,1987-07-30,1987-07-30,"North America, United States, Illinois, Cook County","Chicago, Humboldt Park",Humboldt Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,male,Crystal L. Boyd,2011-01-14,,,,,,accepted place of collection
48,ekrimmel,1990.1.76,,,,[CHAS:Mamm]1990.1,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Sat Jul 30 00:00:00 CDT 1988,1988-07-30,1988-07-30,"North America, United States, Illinois, Cook County","Chicago, Lincoln Park Bird Sanctuary",Lincoln Park Bird Sanctuary,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,male,Crystal L. Boyd,2011-01-14,,,,,,accepted place of collection
49,ekrimmel,1990.1.77,,,,[CHAS:Mamm]1990.1,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Sat Jul 22 00:00:00 CDT 1989,1989-07-22,1989-07-22,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,male,Crystal L. Boyd,2011-01-14,,,,,,accepted place of collection
50,ekrimmel,2017.10.11875,,,,[CHAS:Mamm]2017.10,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Sun Sep 09 00:00:00 CDT 1990,1990-09-09,1990-09-09,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Erica Krimmel,2017-06-17,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. EXHIBIT AND LOAN HISTORY: Education Program - Bee Watch, 7/2014; L2015.8, Bees exhibit. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-06-17).",,,,whole organism (pinned),unchecked,1,in collection,,,,,,sex,male,Crystal L. Boyd,2011-01-14,,,,,,accepted place of collection
51,ekrimmel,2017.14.2292,170,original identifier,self,[CHAS:Mamm]2017.14,Bombus sp.,legacy,Crystal L. Boyd,2011-01-14,Bee.,Aug. 3 1928,1928-08-03,1928-08-03,"North America, United States, Illinois, Cook County",Chicago,"Chicago, Ill.",Dawn R. Roberts,2015-03-07,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. EXHIBIT AND LOAN HISTORY: Education Program - Bee Watch, 7/2014; L2012.15, Insects an Enormous Diversity exhibit. DATA HISTORY: Inventory catalogued/verified by Dawn R. Roberts (2012-09-26). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-03-07).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,female,Crystal L. Boyd,2011-01-14,,,,,On porch; note mites and mite mounted on slide.,accepted place of collection
52,ekrimmel,1990.1.78,,,,[CHAS:Mamm]1990.1,Bombus sp.,legacy,Crystal L. Boyd,2011,Bee.,Sun Aug 20 00:00:00 CDT 1989,1989-08-20,1989-08-20,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Michael Portala,2017-02-25,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-30). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
53,ekrimmel,2017.10.11876,,,,[CHAS:Mamm]2017.10,Bombus sp.,legacy,Crystal L. Boyd,2011,Bee.,Sat Aug 18 00:00:00 CDT 1990,1990-08-18,1990-08-18,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Michael Portala,2017-02-25,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-30). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,male,George Hulse,1990-08-18,,,,,,accepted place of collection
