COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
585,ekrimmel,2017.15.808,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,22-IX-1959,1959-09-22,1959-09-22,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Fair. Moldy specimen.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
790,ekrimmel,2017.15.809,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,22-IX-1959,1959-09-22,1959-09-22,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-03). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1959-09-22,,accepted place of collection
839,ekrimmel,2017.15.810,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,22-IX-1959,1959-09-22,1959-09-22,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-03). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers abdomen.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1959-09-22,,accepted place of collection
679,ekrimmel,2017.15.811,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,VI-20-1960,1960-06-20,1960-06-20,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
792,ekrimmel,2017.15.812,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,23-VI-1960,1960-06-23,1960-06-23,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-17). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1960-06-23,,accepted place of collection
681,ekrimmel,2017.15.813,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,VI-27-1960,1960-06-27,1960-06-27,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
683,ekrimmel,2017.15.814,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,VII-11-1960,1960-07-11,1960-07-11,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
870,ekrimmel,2017.15.815,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,16-X-1960,1960-10-16,1960-10-16,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-12-10). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Excellent.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1960-10-16,,accepted place of collection
757,ekrimmel,2017.15.816,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,11-VI-1961,1961-06-11,1961-06-11,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-03). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good. Moldy substance covers head and thorax.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1961-06-11,,accepted place of collection
684,ekrimmel,2017.15.817,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,VII-27-1961,1961-07-27,1961-07-27,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
999,ekrimmel,2017.15.818,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,European Corn Borer.,5-V-1964,1964-05-05,1964-05-05,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Fair. Moldy specimen.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
682,ekrimmel,2017.15.819,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,VII-10-1964,1964-07-10,1964-07-10,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
685,ekrimmel,2017.15.820,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,VIII-15-1964,1964-08-15,1964-08-15,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
610,ekrimmel,2017.15.821,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,VIII-21-1964,1964-08-21,1964-08-21,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Fair. Moldy specimen.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
209,ekrimmel,2017.15.822,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Moth.,VII-5-1968,1968-07-05,1968-07-05,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
644,ekrimmel,2017.15.823,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,14-VI-1971,1971-06-14,1971-06-14,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
762,ekrimmel,2017.15.824,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,14-VI-1971,1971-06-14,1971-06-14,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-17). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers abdomen.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1971-06-14,,accepted place of collection
802,ekrimmel,2017.15.825,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,27-VI-1971,1971-06-27,1971-06-27,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-17). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1971-06-27,,accepted place of collection
890,ekrimmel,2017.15.826,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Tent Caterpillar Moth.,27-VI-1971,1971-06-27,1971-06-27,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-12-10). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good. Right forewing tear.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1971-06-27,,accepted place of collection
587,ekrimmel,2017.15.827,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,22-VII-1971,1971-07-22,1971-07-22,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Fair. Moldy specimen.,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
590,ekrimmel,2017.15.828,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,22-VII-1971,1971-07-22,1971-07-22,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Fair. Moldy specimen.,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
881,ekrimmel,2017.15.829,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Gypsy Moth.,22-VII-1971,1971-07-22,1971-07-22,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-12-10). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Excellent.,1,in collection,,,,,sex,female,unknown,2018-01-25,age class,adult,unknown,2018-01-25,,accepted place of collection
882,ekrimmel,2017.15.830,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Gypsy Moth.,22-VII-1971,1971-07-22,1971-07-22,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-12-10). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good. Slight forwind tear.,1,in collection,,,,,sex,male,unknown,2018-01-25,age class,adult,unknown,2018-01-25,,accepted place of collection
647,ekrimmel,2017.15.831,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,15-VII-1972,1972-07-15,1972-07-15,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
760,ekrimmel,2017.15.832,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,12-VI-1974,1974-06-12,1974-06-12,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-24). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1974-06-12,,accepted place of collection
650,ekrimmel,2017.15.833,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,17-VII-1975,1975-07-17,1975-07-17,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
593,ekrimmel,2017.15.834,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,26-VII-1975,1975-07-26,1975-07-26,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Fair. Moldy specimen.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
102,ekrimmel,2017.15.835,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Variegated Cutworm.,12-IX-1976,1976-09-12,1976-09-12,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
