part_name,ATTRIBUTE_TYPE,guid,remark,determiner,DETERMINED_DATE,ATTRIBUTE_VALUE
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.478,"Stored in jar with NWU 1019, 1559-65, 1604, 1606, 1648, 1675, 1690-2, 1861-3, 1873, 1937, 1940-1, 1943-5, 1947, 2098-9, 2101-4, 2737-44",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.479,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.48,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.480,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.481,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.482,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.483,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.484,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.485,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.486,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.487,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.488,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.489,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.49,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.490,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.491,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.492,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.493,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.494,,John Archer,2015-06-01,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.495,,Dawn R. Roberts,2014-09-17,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.496,,Dawn R. Roberts,2014-09-17,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.497,,Dawn R. Roberts,2014-09-17,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.498,,Dawn R. Roberts,2014-09-17,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.499,,Dawn R. Roberts,2014-09-17,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.5,"Stored in jar with NWU 1609-18,1621-7,1632-5,1638",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.50,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.500,,Dawn R. Roberts,2014-09-17,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.501,,Dawn R. Roberts,2014-09-17,"Reebie: Locker 312A: floor, back"
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.502,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.503,"Stored in jar with NWU 1019, 1559-65, 1604, 1606, 1648, 1675, 1690-2, 1861-3, 1873, 1937, 1940-1, 1943-5, 1947, 2098-9, 2101-4, 2737-44",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.504,"Stored in jar with NWU 1019, 1559-65, 1604, 1606, 1648, 1675, 1690-2, 1861-3, 1873, 1937, 1940-1, 1943-5, 1947, 2098-9, 2101-4, 2737-44",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.505,"Stored in jar with NWU 1019, 1559-65, 1604, 1606, 1648, 1675, 1690-2, 1861-3, 1873, 1937, 1940-1, 1943-5, 1947, 2098-9, 2101-4, 2737-44",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.506,"Stored in jar with NWU 1019, 1559-65, 1604, 1606, 1648, 1675, 1690-2, 1861-3, 1873, 1937, 1940-1, 1943-5, 1947, 2098-9, 2101-4, 2737-44",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.507,"Stored in jar with NWU 1019, 1559-65, 1604, 1606, 1648, 1675, 1690-2, 1861-3, 1873, 1937, 1940-1, 1943-5, 1947, 2098-9, 2101-4, 2737-44",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.508,"Stored in jar with NWU 1019, 1559-65, 1604, 1606, 1648, 1675, 1690-2, 1861-3, 1873, 1937, 1940-1, 1943-5, 1947, 2098-9, 2101-4, 2737-44",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.509,"Stored in jar with NWU 1019, 1559-65, 1604, 1606, 1648, 1675, 1690-2, 1861-3, 1873, 1937, 1940-1, 1943-5, 1947, 2098-9, 2101-4, 2737-44",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.51,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.510,"Stored in jar with NWU 1019, 1559-65, 1604, 1606, 1648, 1675, 1690-2, 1861-3, 1873, 1937, 1940-1, 1943-5, 1947, 2098-9, 2101-4, 2737-44",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.511,"Stored in jar with NWU 1112-4, 1650",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.512,"Stored in jar with NWU 1112-4, 1650",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.513,"Stored in jar with NWU 1112-4, 1650",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.514,"Stored in jar with NWU 803, 1115-9, 1647, 1649, 1651, 2448, 2490, 2497",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.515,"Stored in jar with NWU 803, 1115-9, 1647, 1649, 1651, 2448, 2490, 2497",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.516,"Stored in jar with NWU 803, 1115-9, 1647, 1649, 1651, 2448, 2490, 2497",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.517,"Stored in jar with NWU 803, 1115-9, 1647, 1649, 1651, 2448, 2490, 2497",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.518,"Stored in jar with NWU 803, 1115-9, 1647, 1649, 1651, 2448, 2490, 2497",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.519,,John Archer,2016-11-10,Reebie: Locker 312A: Unit 29: Shelf A
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.52,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.520,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.521,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.522,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.523,"Stored in jar with NWU 803, 1115-9, 1647, 1649, 1651, 2448, 2490, 2497",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.524,"Stored in jar with NWU 1112-4, 1650",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.525,"Stored in jar with NWU 803, 1115-9, 1647, 1649, 1651, 2448, 2490, 2497",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.526,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.527,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.528,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.529,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.53,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.530,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.531,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.532,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.533,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.534,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.535,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.536,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.537,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.538,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.539,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.54,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.540,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.541,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.542,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.543,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.544,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.545,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.546,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.547,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.548,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.549,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.55,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.550,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.551,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.552,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.553,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.554,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.555,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.556,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.557,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.558,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.559,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.56,,Dawn R. Roberts,2014-09-17,Reebie: Locker 312A?
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.560,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.561,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.562,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.563,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.564,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.565,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.566,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.567,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.568,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.569,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.57,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.570,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.571,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.572,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.573,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.574,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.575,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.576,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.577,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.578,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.579,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.58,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.580,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.581,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.582,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.583,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.584,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.585,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.586,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.587,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.588,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.589,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.59,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.590,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.591,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.592,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.593,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.594,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.595,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.596,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.597,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.598,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.599,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.6,"Stored in jar with NWU 1609-18,1621-7,1632-5,1638",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.60,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.600,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.601,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.602,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.603,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.604,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.605,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.606,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.607,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.608,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.609,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.61,"Stored in jar with NWU 1121-3, 1701-2, 1704-5, 2142-3, 2174, 2191-3, 2358-67, 2413-27, 2528",John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.610,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.611,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
whole organism (70% ethanol),location,CHAS:Herp:1954.5355.612,Stored in jar with NWU 2769-899,John Archer,2016-09-20,Reebie: Locker 312A: Unit 28: Shelf E
