MATCH,Class,Order,Family,Genus,species,subspecies,form/variety,FullName,Currently Accepted?,Accepted Name,Original Name,irn
Elliptio complanatus tuomeyi,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,complanatus,tuomeyi,,"Elliptio complanatus tuomeyi (Lea, I., 1853)",No,"Elliptio cylindracea Frierson, 1927","Unio tuomeyi Lea, I., 1853",207947
Elliptio conferta,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,conferta,,,"Elliptio conferta (Lea, I., 1837)",No,"Elliptio raveneli (Conrad, 1834)","Unio confertus Lea, I., 1837",169367
Elliptio congaraea,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,congaraea,,,"Elliptio congaraea (Lea, I., 1834)",Yes,"Elliptio congaraea (Lea, I., 1834)","Unio congaraeus Lea, I., 1834",169368
Elliptio congarea,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,congarea,,,"Elliptio congarea (Lea, I., 1834)",No,"Elliptio congaraea (Lea, I., 1834)","Unio congaraeus Lea, I., 1834",585213
Elliptio coruscus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,coruscus,,,"Elliptio coruscus (Gould, 1856)",No,"Elliptio jayensis (Lea, I., 1839)","Unio coruscus Gould, 1856",209067
Elliptio coruscus coruscus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,coruscus,coruscus,,"Elliptio coruscus coruscus (Gould, 1856)",No,"Elliptio jayensis (Lea, I., 1839)","Unio coruscus Gould, 1856",209064
Elliptio coruscus fryanus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,coruscus,fryanus,,"Elliptio coruscus fryanus (Wright, B.H., 1888)",No,"Elliptio occulta (Lea, I., 1843)","Unio fryanus Wright, B.H., 1888",209070
Elliptio crassidens,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,crassidens,,,"Elliptio crassidens (Lamarck, 1819)",Yes,"Elliptio crassidens (Lamarck, 1819)","Unio crassidens Lamarck, 1819",169369
Elliptio crassidens crassidens,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,crassidens,crassidens,,"Elliptio crassidens crassidens (Lamarck, 1819)",No,"Elliptio crassidens (Lamarck, 1819)","Unio crassidens Lamarck, 1819",208845
Elliptio crassidens danielsii,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,crassidens,danielsii,,"Elliptio crassidens danielsii (Wright, B.H., 1899)",No,"Elliptio crassidens (Lamarck, 1819)","Unio danielsii Wright, B.H., 1899",585278
Elliptio crassidens downiei,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,crassidens,downiei,,"Elliptio crassidens downiei (Lea, I., 1858)",No,"Elliptio downiei (Lea, I., 1858)","Unio downiei Lea, I., 1858",208827
Elliptio crassidens incrassatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,crassidens,incrassatus,,"Elliptio crassidens incrassatus (Lea, I., 1840)",No,"Elliptio crassidens (Lamarck, 1819)","Unio incrassatus Lea, I., 1840",208836
Elliptio cunninghami,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,cunninghami,,,"Elliptio cunninghami (Wright, B.H., 1883)",No,"Elliptio jayensis (Lea, I., 1839)","Unio cunninghami Wright, B.H., 1883",207845
Elliptio cylindracea,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,cylindracea,,,"Elliptio cylindracea Frierson, 1927",Yes,"Elliptio cylindracea Frierson, 1927","Elliptio cylindracea Frierson, 1927",585291
Elliptio cylindraceus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,cylindraceus,,,"Elliptio cylindraceus Frierson, 1927",No,"Elliptio cylindracea Frierson, 1927","Elliptio cylindraceus Frierson, 1927",207983
Elliptio dariensis,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dariensis,,,"Elliptio dariensis (Lea, I., 1843)",Yes,"Elliptio dariensis (Lea, I., 1843)","Unio dariensis Lea, I., 1843",169370
Elliptio declivis,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,declivis,,,"Elliptio (Uniomerus) declivis (Say, 1831)",No,"Uniomerus declivis (Say, 1831)","Unio declivis Say, 1831",588069
Elliptio dilatata,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatata,,,"Elliptio (Eurynia) dilatata (Rafinesque, 1820)",No,"Eurynia dilatata (Rafinesque, 1820)","Unio (Eurynia) dilatata Rafinesque, 1820",585945
Elliptio dilatata,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatata,,,"Elliptio dilatata (Rafinesque, 1820)",Yes,"Elliptio dilatata (Rafinesque, 1820)","Unio (Eurynia) dilatata Rafinesque, 1820",169371
Elliptio dilatata delicatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatata,delicatus,,"Elliptio dilatata delicatus (Simpson, 1900)",No,"Eurynia dilatata (Rafinesque, 1820)","Unio (Elliptio) gibbosus delicatus (Simpson, 1900)",208948
Elliptio dilatata dilatata,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatata,dilatata,,"Elliptio dilatata dilatata (Rafinesque, 1820)",No,"Eurynia dilatata (Rafinesque, 1820)","Unio (Eurynia) dilatata Rafinesque, 1820",169372
Elliptio dilatata sterkii,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatata,sterkii,,"Elliptio dilatata sterkii Grier, 1918",No,"Eurynia dilatata (Rafinesque, 1820)","Elliptio dilatata sterkii Grier, 1918",208917
Elliptio dilatatus fulvus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatatus,fulvus,,"Elliptio (Eurynaia) dilatatus fulvus (Rafinesque, 1831)",No,"Eurynia dilatata (Rafinesque, 1820)","Bariosta fulvus Rafinesque, 1831",182644
Elliptio dilatatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatatus,,,"Elliptio (Eurynia) dilatatus (Rafinesque, 1820)",No,"Eurynia dilatata (Rafinesque, 1820)","Unio (Eurynia) dilatata Rafinesque, 1820",585946
Elliptio dilatatus arcus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatatus,arcus,,"Elliptio (Eurynia) dilatatus arcus (Conrad, 1834)",No,"Elliptio arca (Conrad, 1834)","Unio arcus Conrad, 1834",585004
Elliptio dilatatus delicatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatatus,delicatus,,"Elliptio (Eurynia) dilatatus delicatus (Simpson, 1900)",No,"Eurynia dilatata (Rafinesque, 1820)","Unio (Elliptio) gibbosus delicatus (Simpson, 1900)",585971
Elliptio dilatatus dilatatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatatus,dilatatus,,"Elliptio (Eurynia) dilatatus dilatatus (Rafinesque, 1820)",No,"Eurynia dilatata (Rafinesque, 1820)","Unio (Eurynia) dilatata Rafinesque, 1820",182645
Elliptio dilatatus fulvus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatatus,fulvus,,"Elliptio (Eurynia) dilatatus fulvus (Rafinesque, 1831)",No,"Eurynia dilatata (Rafinesque, 1820)","Bariosta fulvus Rafinesque, 1831",182646
Elliptio dilatatus armathwaitensis,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatatus,armathwaitensis,,"Elliptio dilatatus armathwaitensis (Wright, B.H., 1898)",No,"Eurynia dilatata (Rafinesque, 1820)","Unio gibbosus armathwaitensis Wright, B.H., 1898",208949
Elliptio dilatatus delicatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatatus,delicatus,,"Elliptio dilatatus delicatus (Simpson, 1900)",No,"Eurynia dilatata (Rafinesque, 1820)","Unio (Elliptio) gibbosus delicatus (Simpson, 1900)",585970
Elliptio dilatatus subgibbosus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilatatus,subgibbosus,,"Elliptio dilatatus subgibbosus (Lea, I., 1857)",No,"Elliptio arca (Conrad, 1834)","Unio subgibbosus Lea, I., 1857",187522
Elliptio dilitatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dilitatus,,,"Elliptio (Eurynia) dilitatus (Rafinesque, 1820)",No,"Eurynia dilatata (Rafinesque, 1820)","Unio (Eurynia) dilatata Rafinesque, 1820",182647
Elliptio dispalans,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dispalans,,,"Elliptio (Uniomerus) dispalans (Wright, B.H., 1899)",No,"Elliptio occulta (Lea, I., 1843)","Unio dispalans Wright, B.H., 1899",585556
Elliptio dispalans,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dispalans,,,"Elliptio dispalans (Wright, B.H., 1899)",No,"Elliptio occulta (Lea, I., 1843)","Unio dispalans Wright, B.H., 1899",209361
Elliptio dorei,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dorei,,,"Elliptio dorei (Wright, B.H., 1888)",No,"Elliptio jayensis (Lea, I., 1839)","Unio dorei Wright, B.H., 1888",207849
Elliptio dorsatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,dorsatus,,,"Elliptio dorsatus (Lea, I., 1868)",No,"Elliptio congaraea (Lea, I., 1834)","Unio dorsatus Lea, I., 1868",210131
Elliptio downiei,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,downiei,,,"Elliptio downiei (Lea, I., 1858)",Yes,"Elliptio downiei (Lea, I., 1858)","Unio downiei Lea, I., 1858",169373
Elliptio duttonianus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,duttonianus,,,"Elliptio duttonianus (Lea, I., 1841)",No,"Elliptio lanceolata (Lea, I., 1830)","Unio duttonianus Lea, I., 1841",585485
Elliptio emmonsii,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,emmonsii,,,"Elliptio emmonsii (Lea, I., 1857)",No,"Elliptio lanceolata (Lea, I., 1830)","Unio emmonsii Lea, I., 1857",209322
Elliptio errans,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,errans,,,"Elliptio errans (Lea, I., 1834)",No,"Elliptio errans (Lea, I., 1856)","Unio errans Lea, I., 1856",169374
Elliptio errans,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,errans,,,"Elliptio errans (Lea, I., 1856)",Yes,"Elliptio errans (Lea, I., 1856)","Unio errans Lea, I., 1856",585307
Elliptio ferrissii,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,ferrissii,,,"Elliptio ferrissii (Marsh, 1891)",No,"Elliptio jayensis (Lea, I., 1839)","Unio ferrissii Marsh, 1891",207848
Elliptio fisheriana,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,fisheriana,,,"Elliptio fisheriana (Lea, I., 1839)",Yes,"Elliptio fisheriana (Lea, I., 1839)","Unio fisherianus Lea, I., 1839",169375
Elliptio folliculata,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,folliculata,,,"Elliptio folliculata (Lea, I., 1839)",Yes,"Elliptio folliculata (Lea, I., 1839)","Unio folliculatus Lea, I., 1839",169376
Elliptio folliculatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,folliculatus,,,"Elliptio folliculatus (Lea, I., 1839)",No,"Elliptio folliculata (Lea, I., 1839)","Unio folliculatus Lea, I., 1839",209325
Elliptio forbesianus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,forbesianus,,,"Elliptio forbesianus (Lea, I., 1853)",No,"Elliptio congaraea (Lea, I., 1834)","Unio forbesianus Lea, I., 1853",208823
Elliptio fraterna,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,fraterna,,,"Elliptio fraterna (Lea, I., 1853)",Yes,"Elliptio fraterna (Lea, I., 1853)","Unio fraternus Lea, I., 1853",169377
Elliptio fumata,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,fumata,,,"Elliptio fumata (Lea, I., 1857)",Yes,"Elliptio fumata (Lea, I., 1857)","Unio fumatus Lea, I., 1857",585329
Elliptio fuscatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,fuscatus,,,"Elliptio fuscatus (Lea, I., 1841)",No,"Elliptio occulta (Lea, I., 1843)","Unio fuscatus Lea, I., 1843",209248
Elliptio fuscatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,fuscatus,,,"Elliptio fuscatus (Lea, I., 1843)",No,"Elliptio occulta (Lea, I., 1843)","Unio fuscatus Lea, I., 1843",585540
Elliptio geddingsianus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,geddingsianus,,,"Elliptio geddingsianus (Lea, I., 1840)",No,"Elliptio cylindracea Frierson, 1927","Unio geddingsianus Lea, I., 1840",208819
Elliptio geminus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,geminus,,,"Elliptio geminus (Lea, I., 1856)",No,"Elliptio complanata (Lightfoot, 1786)","Unio geminus Lea, I., 1856",585091
Elliptio gibbosus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,gibbosus,,,"Elliptio (Elliptio) gibbosus (Barnes, 1823)",No,"Eurynia dilatata (Rafinesque, 1820)","Unio gibbosus Barnes, 1823",117830
Elliptio hallenbeckii,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,hallenbeckii,,,"Elliptio hallenbeckii (Lea, I., 1859)",No,"Elliptio fumata (Lea, I., 1857)","Unio hallenbeckii Lea, I., 1859",207973
Elliptio hazelhurstianus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,hazelhurstianus,,,"Elliptio hazelhurstianus (Lea, I., 1858)",No,"Elliptio lanceolata (Lea, I., 1830)","Unio hazelhurstianus Lea, I., 1858",209331
Elliptio hepatica,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,hepatica,,,"Elliptio hepatica (Say, 1859)",Yes,"Elliptio hepatica (Say, 1859)","Unio hepaticus Lea, I., 1859",169378
Elliptio hepatica,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,hepatica,,,"Elliptio hepatica (Say, 1859)",Yes,"Elliptio hepatica (Say, 1859)","Unio hepaticus Lea, I., 1859",585351
Elliptio hinkleyi,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,hinkleyi,,,"Elliptio hinkleyi (Wright, B.H., 1888)",No,"Elliptio jayensis (Lea, I., 1839)","Unio hinkleyi Wright, B.H., 1888",207754
Elliptio hopetonensis,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,hopetonensis,,,"Elliptio hopetonensis (Lea, I., 1839)",Yes,"Elliptio hopetonensis (Lea, I., 1839)","Unio hopetonensis Lea, I., 1839",169379
Elliptio icterina,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,icterina,,,"Elliptio icterina (Conrad, 1834)",Yes,"Elliptio icterina (Conrad, 1834)","Unio icterinus Conrad, 1834",169380
Elliptio insulsus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,insulsus,,,"Elliptio insulsus (Lea, I., 1857)",No,"Elliptio complanata (Lightfoot, 1786)","Unio insulsus Lea, I., 1857",207932
Elliptio jayana,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,jayana,,,"Elliptio jayana (Lea, I., 1839)",No,"Elliptio jayensis (Lea, I., 1839)","Unio jayensis Lea, I., 1839",169381
Elliptio jayensis,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,jayensis,,,"Elliptio jayensis (Lea, I., 1839)",Yes,"Elliptio jayensis (Lea, I., 1839)","Unio jayensis Lea, I., 1839",169382
Elliptio jayensis jayensis,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,jayensis,jayensis,,"Elliptio jayensis jayensis (Lea, I., 1839)",No,"Elliptio jayensis (Lea, I., 1839)","Unio jayensis Lea, I., 1839",209297
Elliptio jayensis tryoni,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,jayensis,tryoni,,"Elliptio jayensis tryoni (Wright, B.H., 1888)",No,"Elliptio jayensis (Lea, I., 1839)","Unio tryoni Wright, B.H., 1888",209269
Elliptio judithae,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,judithae,,,"Elliptio judithae Clarke, 1986",Yes,"Elliptio judithae Clarke, 1986","Elliptio judithae Clarke, 1986",157352
Elliptio lanceolata,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,lanceolata,,,"Elliptio lanceolata (Lea, I., 1830)",Yes,"Elliptio lanceolata (Lea, I., 1830)","Unio lanceolatus Lea, I., 1830",169383
Elliptio lecontianus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,lecontianus,,,"Elliptio lecontianus (Lea, I., 1839)",No,"Elliptio congaraea (Lea, I., 1834)","Unio lecontianus Lea, I., 1839",585223
Elliptio lehmani,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,lehmani,,,"Elliptio lehmani (Wright, S.H., 1897)",No,"Elliptio occulta (Lea, I., 1843)","Unio lehmanii Wright, S.H., 1897",208867
Elliptio lehmanii,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,lehmanii,,,"Elliptio lehmanii (Wright, S.H., 1897)",No,"Elliptio occulta (Lea, I., 1843)","Unio lehmanii Wright, S.H., 1897",585553
Elliptio livingstonensis,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,livingstonensis,,,"Elliptio livingstonensis (Lea, I., 1863)",No,"Elliptio icterina (Conrad, 1834)","Unio livingstonensis Lea, I., 1863",207969
Elliptio lucidus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,lucidus,,,"Elliptio lucidus (Lea, I., 1863)",No,"Elliptio icterina (Conrad, 1834)","Unio lucidus Lea, I., 1863",585401
Elliptio lugubris,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,lugubris,,,"Elliptio lugubris (Lea, I., 1834)",No,"Elliptio cylindracea Frierson, 1927","Unio lugubris Lea, I., 1839",169384
Elliptio lugubris,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,lugubris,,,"Elliptio lugubris (Lea, I., 1839)",No,"Elliptio cylindracea Frierson, 1927","Unio lugubris Lea, I., 1839",585280
Elliptio macmichaeli,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,macmichaeli,,,"Elliptio macmichaeli (Clench & Turner, 1956)",No,"Elliptio mcmichaeli Clench & Turner, 1956","Elliptio mcmichaeli Clench & Turner, 1956",585516
Elliptio marshii,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,marshii,,,"Elliptio marshii (Lea, I., 1888)",No,"Elliptio jayensis (Lea, I., 1839)","Unio jayensis Lea, I., 1839",209274
Elliptio marsupiobesa,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,marsupiobesa,,,"Elliptio marsupiobesa Fuller, 1972",Yes,"Elliptio marsupiobesa Fuller, 1972","Elliptio marsupiobesa Fuller, 1972",157353
Elliptio masoni,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,masoni,,,"Elliptio masoni (Conrad, 1834)",No,"Fusconaia masoni (Conrad, 1834)","Unio masoni Conrad, 1834",514596
Elliptio maywebbae,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,maywebbae,,,"Elliptio maywebbae Wright, B.H., 1934",No,"Elliptio jayensis (Lea, I., 1839)","Elliptio maywebbae Wright, B.H., 1934",585475
Elliptio mcmichaeli,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,mcmichaeli,,,"Elliptio mcmichaeli Clench & Turner, 1956",Yes,"Elliptio mcmichaeli Clench & Turner, 1956","Elliptio mcmichaeli Clench & Turner, 1956",157354
Elliptio micans,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,micans,,,"Elliptio micans (Lea, I., 1857)",No,"Elliptio icterina (Conrad, 1834)","Unio micans Lea, I., 1857",209265
Elliptio mitchelli,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,mitchelli,,,"Elliptio mitchelli (Simpson in Dall, 1895)",No,"Fusconaia mitchelli (Simpson in Dall, 1895)","Unio mitchelli Simpson in Dall, 1895",553853
Elliptio monichaeli,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,monichaeli,,,"Elliptio monichaeli (Clench & Turner, 1956)",No,"Elliptio mcmichaeli Clench & Turner, 1956","Elliptio mcmichaeli Clench & Turner, 1956",585517
Elliptio monroensis,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,monroensis,,,"Elliptio monroensis (Lea, I., 1843)",Yes,"Elliptio monroensis (Lea, I., 1843)","Unio monroensis Lea, I., 1843",169385
Elliptio nasutus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,nasutus,,,"Elliptio (Eurynia) nasutus (Lamarck, 1819)",No,"Eurynia dilatata (Rafinesque, 1820)","Unio nasuta Lamarck, 1819",585939
Elliptio nasutus arcus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,nasutus,arcus,,"Elliptio (Eurynia) nasutus arcus (Conrad, 1834)",No,"Elliptio arca (Conrad, 1834)","Unio arcus Conrad, 1834",585005
Elliptio nasutus armathwaitensis,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,nasutus,armathwaitensis,,"Elliptio (Eurynia) nasutus armathwaitensis (Wright, B.H., 1898)",No,"Eurynia dilatata (Rafinesque, 1820)","Unio gibbosus armathwaitensis Wright, B.H., 1898",585968
Elliptio nasutus delicatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,nasutus,delicatus,,"Elliptio (Eurynia) nasutus delicatus (Simpson, 1900)",No,"Eurynia dilatata (Rafinesque, 1820)","Unio (Elliptio) gibbosus delicatus (Simpson, 1900)",585972
Elliptio nasutus fulvus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,nasutus,fulvus,,"Elliptio (Eurynia) nasutus fulvus (Rafinesque, 1831)",No,"Eurynia dilatata (Rafinesque, 1820)","Bariosta fulvus Rafinesque, 1831",585955
Elliptio naviculoides,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,naviculoides,,,"Elliptio naviculoides (Lea, I., 1857)",No,"Elliptio lanceolata (Lea, I., 1830)","Unio naviculoides Lea, I., 1857",207990
Elliptio nigella,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,nigella,,,"Elliptio nigella (Lea, I., 1853)",Yes,"Elliptio nigella (Lea, I., 1853)","Unio nigellus Lea, I., 1853",169386
Elliptio niger incrassatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,niger,incrassatus,,"Elliptio (Elliptio) niger incrassatus (Lea, I., 1840)",No,"Elliptio crassidens (Lamarck, 1819)","Unio incrassatus Lea, I., 1840",182642
Elliptio niger niger,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,niger,niger,,"Elliptio (Elliptio) niger niger (Rafinesque, 1820)",No,"Elliptio crassidens (Lamarck, 1819)","Unio (Elliptio) nigra Rafinesque, 1820",182643
Elliptio niger niger,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,niger,niger,,"Elliptio (Elliptio) niger niger (Rafinesque, 1820)",No,"Elliptio crassidens (Lamarck, 1819)","Unio (Elliptio) nigra Rafinesque, 1820",198025
Elliptio niger,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,niger,,,"Elliptio niger (Rafinesque, 1820)",No,"Elliptio crassidens (Lamarck, 1819)","Unio (Elliptio) nigra Rafinesque, 1820",187523
Elliptio niger danielsi,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,niger,danielsi,,"Elliptio niger danielsi (Wright, B.H., 1899)",No,"Elliptio crassidens (Lamarck, 1819)","Unio danielsii Wright, B.H., 1899",585277
Elliptio niger incrassatus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,niger,incrassatus,,"Elliptio niger incrassatus (Lea, I., 1840)",No,"Elliptio crassidens (Lamarck, 1819)","Unio incrassatus Lea, I., 1840",585274
Elliptio nolani,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,nolani,,,"Elliptio nolani (Wright, B.H., 1888)",No,"Elliptio jayensis (Lea, I., 1839)","Unio nolani Wright, B.H., 1888",209343
Elliptio nubilus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,nubilus,,,"Elliptio nubilus (Lea, I., 1868)",No,"Elliptio complanata (Lightfoot, 1786)","Unio nubilus Lea, I., 1868",208821
Elliptio obesus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,obesus,,,"Elliptio (Uiomerus) obesus (Lea, I., 1834)",No,"Uniomerus carolinianus (Bosc, 1801)","Unio obesus Lea, I., 1834",182648
Elliptio obesus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,obesus,,,"Elliptio (Uniomerus) obesus (Lea, I., 1834)",No,"Uniomerus carolinianus (Bosc, 1801)","Unio obesus Lea, I., 1834",182650
Elliptio obesus blandingianus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,obesus,blandingianus,,"Elliptio (Uniomerus) obesus blandingianus (Lea, I., 1834)",No,"Uniomerus carolinianus (Bosc, 1801)","Unio blandingianus Lea, I., 1834",182651
Elliptio obesus blandingianus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,obesus,blandingianus,,"Elliptio (Uniomerus) obesus blandingianus (Lea, I., 1834)",No,"Uniomerus carolinianus (Bosc, 1801)","Unio blandingianus Lea, I., 1834",187524
Elliptio obesus obesus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,obesus,obesus,,"Elliptio (Uniomerus) obesus obesus (Lea, I., 1834)",No,"Uniomerus carolinianus (Bosc, 1801)","Unio obesus Lea, I., 1834",182652
Elliptio obesus paludicolus,Bivalvia,Paleoheterodonta,Unionidae,Elliptio,obesus,paludicolus,,"Elliptio (Uniomerus) obesus paludicolus (Gould, 1845)",No,"Uniomerus carolinianus (Bosc, 1801)","Unio paludicolus Gould, 1845",187526
