TAXON (original),Phylum,Class,Order,Family,Genus,Genus (original from spreadsheet),Species,Species (original from spreadsheet),Subspecies,Subspecies (original from spreadsheet),Synonyms (old)
Lymnaea caperata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,caperata,caperata,,,
Lymnaea caperata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,caperata,caperata,,,
Lymnaea caperata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,caperata,caperata,,,
Lymnaea catareof,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catareof,catareof,,,
Lymnaea catascopinus,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopinus,catascopinus,,,
Lymnaea catascopinus,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopinus,catascopinus,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,L. Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,,,
Lymnaea catascopium pinguis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopium,catascopium,pinguis,pinguis,
Lymnaea catascopum,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopum,catascopum,,,intertexta Currier
Lymnaea catascopus,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,catascopus,catascopus,,,
Lymnaea columella,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,columella,columella,,,
Lymnaea columella,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,columella,columella,,,
Lymnaea columella,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,columella,columella,,,
Lymnaea compare,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,compare,compare,,,
Lymnaea contractaleoa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,contractaleoa,contractaleoa,,,
Lymnaea criplatensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,criplatensis,criplatensis,,,
Lymnaea cubensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,cubensis,cubensis,,,
Lymnaea dalli,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,dalli,dalli,,,
Lymnaea dalli,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,dalli,dalli,,,
Lymnaea danielsi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,danielsi,danielsi,,,
Lymnaea danielsi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,danielsi,danielsi,,,
Lymnaea danielsi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,danielsi,danielsi,,,
Lymnaea danielsi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,danielsi,danielsi,,,
Lymnaea decampi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,decampi,decampi,,,
Lymnaea decollata oronoensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,decollata,decollata,oronoensis,oronoensis,
Lymnaea desideosa var. decampii,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desideosa,desideosa,var. decampii,var. decampii,
Lymnaea desidiora,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiora,desidiora,,Say,
Lymnaea desidiora,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiora,desidiora,,,
Lymnaea desidiora,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiora,desidiora,,,
Lymnaea desidiora,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiora,desidiora,,,
Lymnaea desidiora,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiora,desidiora,,,
Lymnaea desidiora,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiora,desidiora,,,
Lymnaea desidiosa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiosa,desidiosa,,,palustris
Lymnaea desidiosa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiosa,desidiosa,,,
Lymnaea desidiosa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiosa,desidiosa,,,
Lymnaea desidiosa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiosa,desidiosa,,,
Lymnaea desidiosa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiosa,desidiosa,,,
Lymnaea desidiosa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiosa,desidiosa,,,
Lymnaea desidiosa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiosa,desidiosa,,,
Lymnaea desidiosa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiosa,desidiosa,,,
Lymnaea desidiosa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiosa,desidiosa,,,
Lymnaea desidiosa modicella,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidiosa,desidiosa,modicella,modicella,
Lymnaea desidosa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,desidosa,desidosa,,,
Lymnaea dreidosa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,dreidosa,dreidosa,,,
Lymnaea elodes,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,elodes,elodes,,,
Lymnaea elodes,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,elodes,elodes,,,
Lymnaea elodes,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,elodes,elodes,,,
Lymnaea elodes,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,elodes,elodes,,,
Lymnaea elodes,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,elodes,elodes,,,
Lymnaea elodes,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,L.Lymnaea,elodes,elodes,,,
Lymnaea elodes,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,elodes,elodes,,,
Lymnaea elodes,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,elodes,elodes,,,
Lymnaea emarginata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,,,
Lymnaea emarginata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,,,
Lymnaea emarginata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,,,
Lymnaea emarginata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,,,
Lymnaea emarginata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,,,
Lymnaea emarginata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,L. Lymnaea,emarginata,emarginata,,,
Lymnaea emarginata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,,,
Lymnaea emarginata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,,,
Lymnaea emarginata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,,,
Lymnaea emarginata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,,,
Lymnaea emarginata angulata,Mollusca,Gastropoda,,,Lymnaea,Lymnaea,emarginata,emarginata,angulata,[angulata],
Lymnaea emarginata canadaensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,canadaensis,canadaensis,
Lymnaea emarginata mighelsi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,mighelsi,mighelsi,
Lymnaea emarginata mighelsi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,mighelsi,mighelsi,
Lymnaea emarginata var. angulata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lym Lymnaea,emarginata,emarginata,var. angulata,var angulata,
Lymnaea emarginata var. canadensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,var. canadensis,"""Var canadensis""",
Lymnaea emarginata var. montana,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,var. montana,"""var. montana""",
Lymnaea emarginata wisconsinensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,wisconsinensis,wisconsinensis,
Lymnaea emarginata wisconsinensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emarginata,emarginata,wisconsinensis,wisconsinensis,
Lymnaea emargintata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,emargintata,emargintata,,,
Lymnaea emargintata ontarienss,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,L. Lymnaea,emargintata,emargintata,ontarienss,ontarienss,
Lymnaea exigma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigma,exigma,,,
Lymnaea exigma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigma,exigma,,,
Lymnaea exigma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigma,exigma,,,
Lymnaea exigma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigma,exigma,,,
Lymnaea exigma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigma,exigma,,,
Lymnaea exigma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigma,exigma,,,
Lymnaea exigma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigma,exigma,,,
Lymnaea exigma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigma,exigma,,,
Lymnaea exigma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigma,exigma,,,
Lymnaea exigma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigma,exigma,,,
Lymnaea exigma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigma,exigma,,,
Lymnaea exigma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigma,exigma,,,
Lymnaea exigua,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigua,exigua,,,
Lymnaea exigua,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigua,exigua,,,
Lymnaea exigua,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,exigua,exigua,,,
Lymnaea exilis,Mollusca,Gastropoda,,,Lymnaea,Lymnaea,exilis,exilis,,,
Lymnaea expansa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,expansa,expansa,,,
Lymnaea ferrissi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,ferrissi,ferrissi,,,
Lymnaea fingui,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,fingui,fingui?,,,
Lymnaea francisca,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,francisca,francisca,,,
Lymnaea gabiii,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,gabiii,gabiii,,,
Lymnaea galba,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,galba,galba,,,
Lymnaea galbana,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,galbana,galbana,,,
Lymnaea glabra,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,glabra,glabra,,,
Lymnaea gracilis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,gracilis,gracilis,,,
Lymnaea grmulla galbana,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,grmulla,grmulla,galbana,galbana,
Lymnaea haldemani,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,haldemani,haldemani,,,
Lymnaea haydeni,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,haydeni,haydeni,,,
Lymnaea hendersoni,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,hendersoni,hendersoni,,,Galba
Lymnaea hendersoni,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,hendersoni,hendersoni,,,
Lymnaea hinkleyi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,hinkleyi,hinkleyi,,,
Lymnaea hinkleyi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,hinkleyi,hinkleyi,,,
Lymnaea hooperi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,hooperi,hooperi,,,
Lymnaea humilis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,humilis,humilis,,,
Lymnaea humilis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,humilis,humilis,,,
Lymnaea humilis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,humilis,humilis,,,
Lymnaea humilis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,humilis,humilis,,,
Lymnaea humilis modicella,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,humilis,humilis,modicella,modicella,
Lymnaea jacksonensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,jacksonensis,jacksonensis,,,
Lymnaea jacksonensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,jacksonensis,jacksonensis,,,
Lymnaea jadira,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,jadira,jadira sp?,,,
Lymnaea javanica inturea,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,javanica,javanica,inturea,inturea,
Lymnaea jolietensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,jolietensis,jolietensis,,,
Lymnaea jolietensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,jolietensis,jolietensis,,,
Lymnaea jolietensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,jolietensis,jolietensis,,,
Lymnaea jolietensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,jolietensis,jolietensis? several id's have been crossed out on this label,,,
Lymnaea kirklandiacia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,L. Lymnaea,kirklandiacia,kirklandiacia,,,
Lymnaea lanceata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,lanceata,lanceata,,,
Lymnaea lanceata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,lanceata,lanceata,,,
Lymnaea lanceata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,lanceata,lanceata,,,
Lymnaea lanceata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,lanceata,lanceata,,,
Lymnaea leaii,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,leaii,leaii,,,
Lymnaea limbly,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,L.Lymnaea,limbly,limbly,,,
Lymnaea limosa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,limosa,limosa,,,
Lymnaea longula,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,longula,longula,,,
Lymnaea lumilis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,lumilis,lumilis,,,
Lymnaea lumilis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,lumilis,lumilis,,,
Lymnaea luteola,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,luteola,luteola,,,
Lymnaea mashotohensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,mashotohensis,mashotohensis,,,
Lymnaea megasoma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,megasoma,megasoma,,,Bulimnaea megasoma Say
Lymnaea megasoma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,megasoma,megasoma,,,
Lymnaea megasoma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,megasoma,megasoma,,,
Lymnaea megasoma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,megasoma,megasoma,,,
Lymnaea megasoma,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,megasoma,megasoma,,,
Lymnaea michiganenesis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,michiganenesis,michiganenesis,,,
Lymnaea michiganensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,michiganensis,michiganensis,,,
Lymnaea mighells,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,mighells,mighells,,,
Lymnaea mighelsi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,mighelsi,mighelsi,,,
Lymnaea mighelsi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,mighelsi,mighelsi,,,
Lymnaea mighelsi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,mighelsi,mighelsi,,,
Lymnaea mighelsi augulata,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,mighelsi,mighelsi,augulata,augulata,
Lymnaea nashotahensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,nashotahensis,nashotahensis,,,
Lymnaea nasliotahelsis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,nasliotahelsis,nasliotahelsis,,,
Lymnaea nasoni,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,nasoni,nasoni,,,
Lymnaea nasoni,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,nasoni,nasoni,,,
Lymnaea natalensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,natalensis,natalensis,,,
Lymnaea nuttaliana,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,nuttaliana,nuttaliana =paulstris,,,Lymnaea paulstris
Lymnaea nylanderi,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,nylanderi,nylanderi,,,
Lymnaea oahuensis,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,oahuensis,oahuensis,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,L.Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
Lymnaea obrussa,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea,obrussa,obrussa,,,
